Ref_User;Ref_User_Emotion;Ref_User_Emotion_Percentage;Eval;Eval_User_Emotion;Eval_User_Emotion_Percentage;Emotion;Intensity;Dimension;Distance;Within_User
Alpha;H;9;Bravo;A;24;Anger;Low;512;0.958;0
Alpha;H;8;Bravo;A;27;Anger;Low;512;0.958;0
Bravo;A;5;Alpha;H;55;Happiness;High;512;0.958;0
Bravo;H;7;Alpha;A;59;Anger;High;512;0.958;0
Bravo;A;8;Alpha;A;57;Anger;High;512;0.958;0
Bravo;A;6;Alpha;H;57;Happiness;High;512;0.958;0
Delta;A;9;Echo;A;53;Anger;High;512;0.958;0
Echo;H;1;Delta;H;28;Happiness;Low;512;0.958;0
Delta;A;0;Echo;H;23;Happiness;Low;512;0.958;0
Delta;H;0;Echo;H;23;Happiness;Low;512;0.958;0
Delta;H;0;Echo;H;20;Happiness;Low;512;0.959;0
Delta;A;0;Echo;H;20;Happiness;Low;512;0.959;0
Bravo;H;5;Alpha;A;59;Anger;High;512;0.959;0
Delta;A;0;Echo;H;22;Happiness;Low;512;0.959;0
Delta;H;0;Echo;H;22;Happiness;Low;512;0.959;0
Echo;A;4;Delta;H;28;Happiness;Low;512;0.959;0
Bravo;H;0;Alpha;A;59;Anger;High;512;0.959;0
Bravo;A;0;Alpha;A;59;Anger;High;512;0.959;0
Alpha;H;2;Bravo;A;26;Anger;Low;512;0.959;0
Bravo;H;4;Alpha;A;59;Anger;High;512;0.959;0
Alpha;A;0;Bravo;A;53;Anger;High;512;0.959;0
Alpha;H;3;Bravo;A;54;Anger;High;512;0.959;0
Alpha;A;0;Bravo;A;57;Anger;High;512;0.959;0
Bravo;A;5;Alpha;H;60;Happiness;High;512;0.959;0
Bravo;A;6;Alpha;A;51;Anger;High;512;0.959;0
Bravo;A;8;Alpha;H;58;Happiness;High;512;0.959;0
Bravo;H;0;Alpha;H;52;Happiness;High;512;0.959;0
Bravo;A;0;Alpha;H;52;Happiness;High;512;0.959;0
Bravo;A;5;Alpha;A;51;Anger;High;512;0.959;0
Bravo;A;8;Alpha;A;51;Anger;High;512;0.959;0
Bravo;H;7;Alpha;A;52;Anger;High;512;0.959;0
Bravo;H;9;Alpha;A;56;Anger;High;512;0.959;0
Echo;H;7;Delta;H;23;Happiness;Low;512;0.959;0
Echo;H;8;Delta;H;23;Happiness;Low;512;0.959;0
Alpha;A;6;Bravo;A;50;Anger;High;512;0.959;0
Echo;H;6;Delta;H;28;Happiness;Low;512;0.959;0
Echo;H;2;Delta;H;28;Happiness;Low;512;0.959;0
Bravo;A;10;Alpha;H;52;Happiness;High;512;0.959;0
Bravo;A;1;Alpha;H;50;Happiness;High;512;0.959;0
Bravo;A;5;Alpha;H;57;Happiness;High;512;0.959;0
Alpha;H;1;Bravo;A;28;Anger;Low;512;0.96;0
Alpha;H;1;Bravo;A;29;Anger;Low;512;0.96;0
Echo;H;2;Delta;A;22;Anger;Low;512;0.96;0
Echo;H;5;Delta;H;29;Happiness;Low;512;0.96;0
Echo;A;2;Delta;H;28;Happiness;Low;512;0.96;0
Bravo;A;5;Alpha;A;57;Anger;High;512;0.96;0
Bravo;A;6;Alpha;A;57;Anger;High;512;0.96;0
Alpha;H;0;Bravo;A;27;Anger;Low;512;0.96;0
Echo;A;10;Delta;H;30;Happiness;Low;512;0.96;0
Bravo;H;5;Alpha;A;52;Anger;High;512;0.96;0
Delta;A;7;Echo;A;53;Anger;High;512;0.96;0
Echo;A;0;Delta;H;28;Happiness;Low;512;0.96;0
Echo;H;0;Delta;H;28;Happiness;Low;512;0.96;0
Alpha;H;1;Bravo;A;23;Anger;Low;512;0.96;0
Bravo;H;6;Alpha;A;59;Anger;High;512;0.96;0
Alpha;A;5;Bravo;A;60;Anger;High;512;0.96;0
Alpha;H;7;Bravo;A;23;Anger;Low;512;0.96;0
Bravo;A;7;Alpha;A;58;Anger;High;512;0.96;0
Bravo;A;1;Alpha;A;59;Anger;High;512;0.96;0
Echo;H;3;Delta;H;27;Happiness;Low;512;0.96;0
Delta;H;9;Echo;A;51;Anger;High;512;0.96;0
Bravo;A;8;Alpha;H;53;Happiness;High;512;0.96;0
Alpha;H;9;Bravo;A;21;Anger;Low;512;0.96;0
Bravo;A;0;Alpha;A;60;Anger;High;512;0.96;0
Bravo;H;0;Alpha;A;60;Anger;High;512;0.96;0
Bravo;A;8;Alpha;H;54;Happiness;High;512;0.96;0
Alpha;H;1;Bravo;A;22;Anger;Low;512;0.96;0
Bravo;A;3;Alpha;A;58;Anger;High;512;0.96;0
Bravo;H;6;Alpha;A;52;Anger;High;512;0.96;0
Alpha;H;10;Bravo;A;20;Anger;Low;512;0.96;0
Delta;H;1;Echo;A;50;Anger;High;512;0.96;0
Bravo;H;10;Alpha;A;56;Anger;High;512;0.96;0
Bravo;A;8;Alpha;H;59;Happiness;High;512;0.96;0
Alpha;H;7;Bravo;A;22;Anger;Low;512;0.96;0
Echo;H;10;Delta;H;27;Happiness;Low;512;0.96;0
Bravo;A;8;Alpha;A;56;Anger;High;512;0.96;0
Bravo;A;8;Alpha;H;56;Happiness;High;512;0.96;0
Bravo;A;4;Alpha;A;56;Anger;High;512;0.96;0
Alpha;H;6;Bravo;A;23;Anger;Low;512;0.96;0
Bravo;H;2;Alpha;A;58;Anger;High;512;0.96;0
Bravo;H;5;Alpha;A;60;Anger;High;512;0.96;0
Alpha;H;7;Bravo;A;29;Anger;Low;512;0.961;0
Alpha;H;7;Bravo;A;28;Anger;Low;512;0.961;0
Bravo;H;4;Alpha;A;60;Anger;High;512;0.961;0
Bravo;A;1;Alpha;H;51;Happiness;High;512;0.961;0
Bravo;A;8;Alpha;H;60;Happiness;High;512;0.961;0
Bravo;H;7;Alpha;A;60;Anger;High;512;0.961;0
Bravo;H;4;Alpha;A;52;Anger;High;512;0.961;0
Echo;H;9;Delta;H;27;Happiness;Low;512;0.961;0
Bravo;A;2;Alpha;A;58;Anger;High;512;0.961;0
Bravo;A;8;Alpha;H;55;Happiness;High;512;0.961;0
Bravo;H;1;Alpha;A;59;Anger;High;512;0.961;0
Alpha;H;6;Bravo;A;28;Anger;Low;512;0.961;0
Alpha;H;6;Bravo;A;29;Anger;Low;512;0.961;0
Echo;H;4;Delta;H;28;Happiness;Low;512;0.961;0
Alpha;H;8;Bravo;A;23;Anger;Low;512;0.961;0
Delta;A;10;Echo;A;30;Anger;Low;512;0.961;0
Alpha;H;6;Bravo;A;22;Anger;Low;512;0.961;0
Bravo;H;8;Alpha;A;52;Anger;High;512;0.961;0
Bravo;H;3;Alpha;A;59;Anger;High;512;0.961;0
Echo;A;8;Delta;H;30;Happiness;Low;512;0.961;0
Alpha;A;6;Bravo;A;52;Anger;High;512;0.961;0
Bravo;A;1;Alpha;A;60;Anger;High;512;0.961;0
Alpha;H;1;Bravo;A;26;Anger;Low;512;0.961;0
Alpha;A;6;Bravo;A;23;Anger;Low;512;0.961;0
Bravo;H;8;Alpha;A;59;Anger;High;512;0.961;0
Delta;H;10;Echo;A;51;Anger;High;512;0.961;0
Echo;A;1;Delta;H;30;Happiness;Low;512;0.962;0
Alpha;H;8;Bravo;A;28;Anger;Low;512;0.962;0
Alpha;H;8;Bravo;A;29;Anger;Low;512;0.962;0
Alpha;H;8;Bravo;A;22;Anger;Low;512;0.962;0
Bravo;A;5;Alpha;A;56;Anger;High;512;0.962;0
Alpha;A;1;Bravo;A;53;Anger;High;512;0.962;0
Bravo;A;8;Alpha;H;57;Happiness;High;512;0.962;0
Echo;H;4;Delta;A;22;Anger;Low;512;0.962;0
Bravo;A;1;Alpha;H;52;Happiness;High;512;0.962;0
Alpha;A;6;Bravo;A;22;Anger;Low;512;0.962;0
Bravo;H;6;Alpha;A;60;Anger;High;512;0.962;0
Echo;H;6;Delta;A;22;Anger;Low;512;0.962;0
Alpha;A;1;Bravo;A;57;Anger;High;512;0.962;0
Bravo;A;6;Alpha;A;56;Anger;High;512;0.962;0
Alpha;A;5;Bravo;A;58;Anger;High;512;0.962;0
Alpha;H;3;Bravo;A;50;Anger;High;512;0.962;0
Alpha;H;10;Bravo;A;24;Anger;Low;512;0.962;0
Echo;A;9;Delta;H;30;Happiness;Low;512;0.962;0
Alpha;H;7;Bravo;A;26;Anger;Low;512;0.962;0
Bravo;A;0;Alpha;A;52;Anger;High;512;0.962;0
Bravo;H;0;Alpha;A;52;Anger;High;512;0.962;0
Bravo;H;1;Alpha;A;60;Anger;High;512;0.962;0
Bravo;H;9;Alpha;A;58;Anger;High;512;0.962;0
Bravo;A;2;Alpha;H;50;Happiness;High;512;0.962;0
Bravo;A;1;Alpha;A;52;Anger;High;512;0.962;0
Echo;H;8;Delta;H;26;Happiness;Low;512;0.962;0
Echo;H;7;Delta;H;26;Happiness;Low;512;0.962;0
Echo;H;5;Delta;H;28;Happiness;Low;512;0.962;0
Alpha;H;6;Bravo;A;26;Anger;Low;512;0.963;0
Bravo;H;3;Alpha;A;60;Anger;High;512;0.963;0
Delta;H;6;Echo;A;50;Anger;High;512;0.963;0
Delta;A;3;Echo;A;52;Anger;High;512;0.963;0
Echo;H;1;Delta;H;30;Happiness;Low;512;0.963;0
Delta;H;5;Echo;A;50;Anger;High;512;0.963;0
Delta;H;4;Echo;A;50;Anger;High;512;0.963;0
Bravo;H;3;Alpha;A;52;Anger;High;512;0.963;0
Delta;A;1;Echo;A;52;Anger;High;512;0.963;0
Bravo;A;8;Alpha;A;58;Anger;High;512;0.963;0
Echo;H;6;Delta;H;30;Happiness;Low;512;0.963;0
Delta;H;8;Echo;A;50;Anger;High;512;0.963;0
Alpha;A;5;Bravo;A;59;Anger;High;512;0.963;0
Alpha;H;0;Bravo;A;29;Anger;Low;512;0.963;0
Alpha;H;0;Bravo;A;28;Anger;Low;512;0.963;0
Bravo;A;4;Alpha;A;58;Anger;High;512;0.963;0
Alpha;H;8;Bravo;A;26;Anger;Low;512;0.963;0
Alpha;H;9;Bravo;A;30;Anger;Low;512;0.963;0
Alpha;H;3;Bravo;A;52;Anger;High;512;0.963;0
Alpha;H;9;Bravo;A;27;Anger;Low;512;0.963;0
Bravo;H;1;Alpha;A;52;Anger;High;512;0.963;0
Bravo;A;2;Alpha;H;51;Happiness;High;512;0.963;0
Bravo;H;8;Alpha;A;60;Anger;High;512;0.963;0
Bravo;H;10;Alpha;A;58;Anger;High;512;0.963;0
Echo;H;2;Delta;H;30;Happiness;Low;512;0.963;0
Echo;A;4;Delta;H;30;Happiness;Low;512;0.963;0
Echo;H;3;Delta;H;29;Happiness;Low;512;0.963;0
Alpha;H;10;Bravo;A;21;Anger;Low;512;0.964;0
Echo;H;5;Delta;A;22;Anger;Low;512;0.964;0
Alpha;A;4;Bravo;A;60;Anger;High;512;0.964;0
Delta;A;6;Echo;A;53;Anger;High;512;0.964;0
Echo;A;2;Delta;H;30;Happiness;Low;512;0.964;0
Bravo;A;7;Alpha;A;59;Anger;High;512;0.964;0
Echo;H;10;Delta;H;29;Happiness;Low;512;0.964;0
Delta;H;9;Echo;A;54;Anger;High;512;0.964;0
Echo;H;0;Delta;H;30;Happiness;Low;512;0.964;0
Echo;A;0;Delta;H;30;Happiness;Low;512;0.964;0
Alpha;H;0;Bravo;A;23;Anger;Low;512;0.964;0
Alpha;A;2;Bravo;A;60;Anger;High;512;0.964;0
Bravo;H;9;Alpha;A;52;Anger;High;512;0.964;0
Alpha;H;4;Bravo;A;54;Anger;High;512;0.964;0
Bravo;A;5;Alpha;A;58;Anger;High;512;0.964;0
Bravo;A;2;Alpha;H;52;Happiness;High;512;0.964;0
Bravo;A;6;Alpha;A;58;Anger;High;512;0.964;0
Delta;A;5;Echo;A;29;Anger;Low;512;0.964;0
Bravo;H;2;Alpha;A;59;Anger;High;512;0.964;0
Echo;H;9;Delta;H;29;Happiness;Low;512;0.964;0
Bravo;A;3;Alpha;A;59;Anger;High;512;0.965;0
Alpha;A;6;Bravo;A;51;Anger;High;512;0.965;0
Alpha;H;0;Bravo;A;22;Anger;Low;512;0.965;0
Delta;H;7;Echo;A;50;Anger;High;512;0.965;0
Bravo;A;2;Alpha;A;59;Anger;High;512;0.965;0
Bravo;A;7;Alpha;A;52;Anger;High;512;0.965;0
Echo;H;4;Delta;H;30;Happiness;Low;512;0.965;0
Alpha;H;0;Bravo;A;26;Anger;Low;512;0.965;0
Bravo;H;10;Alpha;A;52;Anger;High;512;0.965;0
Alpha;A;3;Bravo;A;60;Anger;High;512;0.965;0
Bravo;A;7;Alpha;A;60;Anger;High;512;0.965;0
Delta;A;7;Echo;A;30;Anger;Low;512;0.965;0
Delta;H;10;Echo;A;54;Anger;High;512;0.965;0
Alpha;H;5;Bravo;A;54;Anger;High;512;0.965;0
Delta;H;3;Echo;A;50;Anger;High;512;0.965;0
Bravo;A;7;Alpha;H;50;Happiness;High;512;0.966;0
Bravo;A;3;Alpha;A;60;Anger;High;512;0.966;0
Delta;A;9;Echo;A;30;Anger;Low;512;0.966;0
Bravo;H;2;Alpha;A;60;Anger;High;512;0.966;0
Bravo;H;9;Alpha;A;59;Anger;High;512;0.966;0
Alpha;A;4;Bravo;A;58;Anger;High;512;0.966;0
Bravo;A;3;Alpha;A;52;Anger;High;512;0.966;0
Bravo;A;3;Alpha;H;50;Happiness;High;512;0.966;0
Bravo;H;7;Alpha;A;50;Anger;High;512;0.966;0
Bravo;A;2;Alpha;A;60;Anger;High;512;0.966;0
Echo;H;3;Delta;A;22;Anger;Low;512;0.966;0
Bravo;H;2;Alpha;A;52;Anger;High;512;0.966;0
Alpha;A;2;Bravo;A;58;Anger;High;512;0.966;0
Delta;H;0;Echo;A;50;Anger;High;512;0.966;0
Delta;A;0;Echo;A;50;Anger;High;512;0.966;0
Bravo;A;2;Alpha;A;52;Anger;High;512;0.966;0
Delta;A;7;Echo;A;21;Anger;Low;512;0.966;0
Alpha;H;2;Bravo;A;54;Anger;High;512;0.966;0
Alpha;H;9;Bravo;A;28;Anger;Low;512;0.966;0
Alpha;H;9;Bravo;A;29;Anger;Low;512;0.966;0
Delta;A;5;Echo;A;28;Anger;Low;512;0.966;0
Echo;H;5;Delta;H;30;Happiness;Low;512;0.966;0
Bravo;A;7;Alpha;H;51;Happiness;High;512;0.967;0
Delta;A;6;Echo;A;21;Anger;Low;512;0.967;0
Echo;H;3;Delta;H;28;Happiness;Low;512;0.967;0
Alpha;A;4;Bravo;A;59;Anger;High;512;0.967;0
Bravo;A;8;Alpha;A;59;Anger;High;512;0.967;0
Delta;A;4;Echo;A;30;Anger;Low;512;0.967;0
Bravo;A;3;Alpha;H;51;Happiness;High;512;0.967;0
Bravo;H;10;Alpha;A;59;Anger;High;512;0.967;0
Bravo;H;5;Alpha;A;50;Anger;High;512;0.967;0
Bravo;A;4;Alpha;H;50;Happiness;High;512;0.967;0
Alpha;A;2;Bravo;A;59;Anger;High;512;0.967;0
Alpha;A;3;Bravo;A;58;Anger;High;512;0.967;0
Alpha;H;10;Bravo;A;27;Anger;Low;512;0.967;0
Alpha;H;1;Bravo;A;54;Anger;High;512;0.967;0
Delta;A;6;Echo;A;30;Anger;Low;512;0.967;0
Delta;A;4;Echo;A;53;Anger;High;512;0.967;0
Alpha;H;10;Bravo;A;30;Anger;Low;512;0.967;0
Alpha;H;9;Bravo;A;23;Anger;Low;512;0.967;0
Alpha;H;4;Bravo;A;50;Anger;High;512;0.968;0
Echo;H;8;Delta;H;27;Happiness;Low;512;0.968;0
Echo;H;7;Delta;H;27;Happiness;Low;512;0.968;0
Bravo;A;7;Alpha;H;52;Happiness;High;512;0.968;0
Echo;H;10;Delta;H;28;Happiness;Low;512;0.968;0
Bravo;A;4;Alpha;A;52;Anger;High;512;0.968;0
Bravo;H;6;Alpha;A;50;Anger;High;512;0.968;0
Delta;A;1;Echo;A;30;Anger;Low;512;0.968;0
Bravo;A;4;Alpha;A;59;Anger;High;512;0.968;0
Alpha;H;9;Bravo;A;22;Anger;Low;512;0.968;0
Alpha;H;9;Bravo;A;26;Anger;Low;512;0.968;0
Alpha;A;0;Bravo;A;60;Anger;High;512;0.968;0
Echo;H;9;Delta;H;28;Happiness;Low;512;0.968;0
Bravo;A;8;Alpha;A;60;Anger;High;512;0.968;0
Bravo;A;4;Alpha;H;51;Happiness;High;512;0.968;0
Alpha;A;3;Bravo;A;59;Anger;High;512;0.968;0
Bravo;A;3;Alpha;H;52;Happiness;High;512;0.968;0
Bravo;H;8;Alpha;A;50;Anger;High;512;0.968;0
Delta;A;4;Echo;A;21;Anger;Low;512;0.968;0
Bravo;H;9;Alpha;A;60;Anger;High;512;0.968;0
Alpha;H;5;Bravo;A;50;Anger;High;512;0.968;0
Delta;H;2;Echo;A;52;Anger;High;512;0.968;0
Bravo;H;4;Alpha;A;50;Anger;High;512;0.968;0
Echo;A;3;Delta;A;25;Anger;Low;512;0.969;0
Bravo;A;4;Alpha;A;60;Anger;High;512;0.969;0
Bravo;A;8;Alpha;A;52;Anger;High;512;0.969;0
Alpha;H;4;Bravo;A;52;Anger;High;512;0.969;0
Bravo;A;5;Alpha;A;59;Anger;High;512;0.969;0
Bravo;A;6;Alpha;H;50;Happiness;High;512;0.969;0
Bravo;A;6;Alpha;A;52;Anger;High;512;0.969;0
Bravo;A;6;Alpha;A;59;Anger;High;512;0.969;0
Alpha;H;3;Bravo;A;51;Anger;High;512;0.969;0
Delta;A;2;Echo;A;52;Anger;High;512;0.969;0
Bravo;A;4;Alpha;H;52;Happiness;High;512;0.969;0
Bravo;A;5;Alpha;A;52;Anger;High;512;0.969;0
Alpha;H;2;Bravo;A;50;Anger;High;512;0.969;0
Bravo;H;10;Alpha;A;60;Anger;High;512;0.969;0
Alpha;H;0;Bravo;A;54;Anger;High;512;0.97;0
Echo;H;9;Delta;A;22;Anger;Low;512;0.97;0
Bravo;A;5;Alpha;A;60;Anger;High;512;0.97;0
Alpha;A;0;Bravo;A;58;Anger;High;512;0.97;0
Alpha;H;5;Bravo;A;52;Anger;High;512;0.97;0
Bravo;A;6;Alpha;A;60;Anger;High;512;0.97;0
Alpha;H;3;Bravo;A;55;Anger;High;512;0.97;0
Bravo;A;6;Alpha;H;51;Happiness;High;512;0.97;0
Echo;H;10;Delta;A;22;Anger;Low;512;0.97;0
Bravo;A;5;Alpha;H;50;Happiness;High;512;0.97;0
Bravo;A;1;Alpha;A;50;Anger;High;512;0.97;0
Alpha;H;10;Bravo;A;28;Anger;Low;512;0.97;0
Alpha;H;10;Bravo;A;29;Anger;Low;512;0.97;0
Bravo;A;0;Alpha;A;50;Anger;High;512;0.97;0
Bravo;H;0;Alpha;A;50;Anger;High;512;0.97;0
Alpha;H;1;Bravo;A;50;Anger;High;512;0.971;0
Echo;A;4;Delta;A;25;Anger;Low;512;0.971;0
Bravo;H;3;Alpha;A;50;Anger;High;512;0.971;0
Alpha;H;2;Bravo;A;52;Anger;High;512;0.971;0
Alpha;A;0;Bravo;A;59;Anger;High;512;0.971;0
Alpha;A;1;Bravo;A;60;Anger;High;512;0.971;0
Echo;H;3;Delta;H;30;Happiness;Low;512;0.971;0
Bravo;A;6;Alpha;H;52;Happiness;High;512;0.971;0
Alpha;H;10;Bravo;A;23;Anger;Low;512;0.971;0
Bravo;A;5;Alpha;H;51;Happiness;High;512;0.971;0
Bravo;H;1;Alpha;A;50;Anger;High;512;0.971;0
Bravo;H;9;Alpha;A;50;Anger;High;512;0.971;0
Echo;H;8;Delta;H;29;Happiness;Low;512;0.971;0
Echo;H;7;Delta;H;29;Happiness;Low;512;0.971;0
Alpha;H;10;Bravo;A;22;Anger;Low;512;0.971;0
Delta;A;3;Echo;A;30;Anger;Low;512;0.971;0
Delta;H;2;Echo;A;30;Anger;Low;512;0.971;0
Alpha;H;6;Bravo;A;54;Anger;High;512;0.972;0
Delta;A;3;Echo;A;21;Anger;Low;512;0.972;0
Bravo;H;10;Alpha;A;50;Anger;High;512;0.972;0
Bravo;A;8;Alpha;H;50;Happiness;High;512;0.972;0
Delta;A;1;Echo;A;53;Anger;High;512;0.972;0
Alpha;H;1;Bravo;A;52;Anger;High;512;0.972;0
Echo;H;10;Delta;H;30;Happiness;Low;512;0.972;0
Alpha;H;10;Bravo;A;26;Anger;Low;512;0.972;0
Bravo;A;7;Alpha;A;50;Anger;High;512;0.972;0
Delta;H;1;Echo;A;52;Anger;High;512;0.972;0
Echo;H;9;Delta;H;30;Happiness;Low;512;0.972;0
Delta;H;9;Echo;A;50;Anger;High;512;0.972;0
Bravo;A;5;Alpha;H;52;Happiness;High;512;0.972;0
Delta;A;3;Echo;A;53;Anger;High;512;0.973;0
Alpha;A;1;Bravo;A;58;Anger;High;512;0.973;0
Alpha;H;0;Bravo;A;50;Anger;High;512;0.973;0
Bravo;A;8;Alpha;H;51;Happiness;High;512;0.973;0
Alpha;H;3;Bravo;A;56;Anger;High;512;0.973;0
Delta;H;10;Echo;A;50;Anger;High;512;0.973;0
Alpha;H;7;Bravo;A;54;Anger;High;512;0.973;0
Echo;H;8;Delta;A;22;Anger;Low;512;0.974;0
Echo;H;7;Delta;A;22;Anger;Low;512;0.974;0
Bravo;A;3;Alpha;A;50;Anger;High;512;0.974;0
Alpha;A;1;Bravo;A;59;Anger;High;512;0.974;0
Bravo;A;2;Alpha;A;50;Anger;High;512;0.974;0
Bravo;H;2;Alpha;A;50;Anger;High;512;0.974;0
Delta;A;1;Echo;A;21;Anger;Low;512;0.974;0
Bravo;A;8;Alpha;H;52;Happiness;High;512;0.974;0
Alpha;H;0;Bravo;A;52;Anger;High;512;0.974;0
Echo;H;8;Delta;H;28;Happiness;Low;512;0.975;0
Echo;H;7;Delta;H;28;Happiness;Low;512;0.975;0
Delta;H;6;Echo;A;30;Anger;Low;512;0.975;0
Alpha;H;6;Bravo;A;50;Anger;High;512;0.975;0
Delta;H;1;Echo;A;30;Anger;Low;512;0.975;0
Alpha;H;4;Bravo;A;51;Anger;High;512;0.975;0
Alpha;H;4;Bravo;A;55;Anger;High;512;0.975;0
Bravo;A;4;Alpha;A;50;Anger;High;512;0.975;0
Delta;H;8;Echo;A;30;Anger;Low;512;0.975;0
Delta;H;4;Echo;A;30;Anger;Low;512;0.976;0
Delta;H;5;Echo;A;30;Anger;Low;512;0.976;0
Alpha;H;5;Bravo;A;55;Anger;High;512;0.976;0
Alpha;H;5;Bravo;A;51;Anger;High;512;0.976;0
Delta;H;5;Echo;A;52;Anger;High;512;0.976;0
Delta;H;4;Echo;A;52;Anger;High;512;0.976;0
Echo;A;2;Delta;A;25;Anger;Low;512;0.976;0
Delta;A;2;Echo;A;30;Anger;Low;512;0.976;0
Bravo;A;6;Alpha;A;50;Anger;High;512;0.976;0
Echo;A;1;Delta;A;25;Anger;Low;512;0.976;0
Bravo;A;8;Alpha;A;50;Anger;High;512;0.976;0
Alpha;H;6;Bravo;A;52;Anger;High;512;0.976;0
Alpha;H;2;Bravo;A;51;Anger;High;512;0.976;0
Alpha;H;7;Bravo;A;50;Anger;High;512;0.976;0
Delta;H;6;Echo;A;52;Anger;High;512;0.976;0
Bravo;A;5;Alpha;A;50;Anger;High;512;0.977;0
Delta;H;8;Echo;A;21;Anger;Low;512;0.977;0
Delta;H;8;Echo;A;52;Anger;High;512;0.977;0
Delta;A;5;Bravo;A;55;Anger;High;512;0.977;0
Delta;H;3;Echo;A;52;Anger;High;512;0.977;0
Alpha;H;8;Bravo;A;54;Anger;High;512;0.977;0
Delta;H;2;Echo;A;53;Anger;High;512;0.977;0
Delta;A;5;Bravo;A;56;Anger;High;512;0.977;0
Alpha;H;1;Bravo;A;51;Anger;High;512;0.978;0
Alpha;H;3;Bravo;A;53;Anger;High;512;0.978;0
Delta;A;2;Echo;A;21;Anger;Low;512;0.978;0
Delta;H;0;Echo;A;52;Anger;High;512;0.978;0
Delta;A;0;Echo;A;52;Anger;High;512;0.978;0
Delta;H;6;Echo;A;21;Anger;Low;512;0.978;0
Alpha;H;3;Bravo;A;57;Anger;High;512;0.978;0
Alpha;H;7;Bravo;A;52;Anger;High;512;0.978;0
Alpha;H;4;Bravo;A;56;Anger;High;512;0.978;0
Delta;A;7;Echo;A;29;Anger;Low;512;0.978;0
Alpha;H;2;Bravo;A;55;Anger;High;512;0.979;0
Delta;A;2;Echo;A;53;Anger;High;512;0.979;0
Delta;H;3;Echo;A;30;Anger;Low;512;0.979;0
Echo;A;5;Delta;H;50;Happiness;High;512;0.979;0
Echo;H;0;Delta;A;25;Anger;Low;512;0.979;0
Echo;A;0;Delta;A;25;Anger;Low;512;0.979;0
Echo;H;7;Delta;H;30;Happiness;Low;512;0.979;0
Echo;H;8;Delta;H;30;Happiness;Low;512;0.979;0
Echo;A;6;Delta;H;50;Happiness;High;512;0.979;0
Alpha;H;5;Bravo;A;56;Anger;High;512;0.979;0
Delta;H;7;Echo;A;52;Anger;High;512;0.979;0
Echo;H;1;Delta;A;25;Anger;Low;512;0.979;0
Delta;H;4;Echo;A;21;Anger;Low;512;0.979;0
Delta;H;5;Echo;A;21;Anger;Low;512;0.979;0
Delta;A;6;Echo;A;29;Anger;Low;512;0.98;0
Alpha;H;0;Bravo;A;51;Anger;High;512;0.98;0
Alpha;H;8;Bravo;A;50;Anger;High;512;0.98;0
Delta;H;2;Echo;A;21;Anger;Low;512;0.98;0
Delta;A;7;Echo;A;28;Anger;Low;512;0.98;0
Delta;H;7;Echo;A;21;Anger;Low;512;0.981;0
Delta;A;0;Echo;A;30;Anger;Low;512;0.981;0
Delta;H;0;Echo;A;30;Anger;Low;512;0.981;0
Alpha;A;7;Bravo;A;55;Anger;High;512;0.981;0
Echo;H;2;Delta;A;25;Anger;Low;512;0.981;0
Delta;H;1;Echo;A;53;Anger;High;512;0.981;0
Delta;A;4;Echo;A;29;Anger;Low;512;0.981;0
Delta;H;1;Echo;A;21;Anger;Low;512;0.981;0
Echo;A;5;Delta;H;51;Happiness;High;512;0.981;0
Alpha;H;1;Bravo;A;55;Anger;High;512;0.981;0
Echo;A;6;Delta;H;51;Happiness;High;512;0.981;0
Alpha;H;7;Bravo;A;55;Anger;High;512;0.981;0
Delta;H;7;Echo;A;30;Anger;Low;512;0.982;0
Delta;A;6;Echo;A;28;Anger;Low;512;0.982;0
Echo;A;7;Delta;H;50;Happiness;High;512;0.982;0
Alpha;H;8;Bravo;A;52;Anger;High;512;0.982;0
Alpha;A;7;Bravo;A;56;Anger;High;512;0.982;0
Alpha;H;2;Bravo;A;56;Anger;High;512;0.982;0
Alpha;H;6;Bravo;A;55;Anger;High;512;0.982;0
Alpha;H;6;Bravo;A;51;Anger;High;512;0.982;0
Delta;A;4;Echo;A;28;Anger;Low;512;0.983;0
Alpha;H;4;Bravo;A;53;Anger;High;512;0.983;0
Alpha;H;4;Bravo;A;57;Anger;High;512;0.983;0
Echo;H;4;Delta;A;25;Anger;Low;512;0.983;0
Alpha;H;8;Bravo;A;55;Anger;High;512;0.983;0
Echo;H;6;Delta;A;25;Anger;Low;512;0.983;0
Alpha;H;5;Bravo;A;53;Anger;High;512;0.984;0
Delta;H;3;Echo;A;21;Anger;Low;512;0.984;0
Alpha;H;7;Bravo;A;51;Anger;High;512;0.984;0
Echo;A;7;Delta;H;51;Happiness;High;512;0.984;0
Alpha;H;5;Bravo;A;57;Anger;High;512;0.984;0
Echo;A;10;Delta;H;50;Happiness;High;512;0.984;0
Alpha;H;1;Bravo;A;56;Anger;High;512;0.984;0
Echo;A;3;Delta;H;50;Happiness;High;512;0.985;0
Alpha;H;0;Bravo;A;55;Anger;High;512;0.985;0
Delta;H;5;Echo;A;53;Anger;High;512;0.985;0
Delta;H;4;Echo;A;53;Anger;High;512;0.985;0
Alpha;A;7;Bravo;A;57;Anger;High;512;0.985;0
Alpha;H;9;Bravo;A;54;Anger;High;512;0.985;0
Delta;A;3;Echo;A;29;Anger;Low;512;0.985;0
