Ref_User;Ref_User_Emotion;Ref_User_Emotion_Percentage;Eval;Eval_User_Emotion;Eval_User_Emotion_Percentage;Emotion;Intensity;Dimension;Distance;Within_User
Alpha;A;9;Alpha;A;21;Anger;Low;128;0;1
Alpha;A;10;Alpha;A;23;Anger;Low;128;0;1
Alpha;A;8;Alpha;A;20;Anger;Low;128;0;1
Alpha;A;9;Alpha;A;20;Anger;Low;128;0.014;1
Alpha;A;8;Alpha;A;21;Anger;Low;128;0.014;1
Alpha;A;9;Alpha;A;22;Anger;Low;128;0.017;1
Alpha;A;8;Alpha;A;22;Anger;Low;128;0.025;1
Alpha;A;10;Alpha;A;25;Anger;Low;128;0.052;1
Alpha;A;10;Alpha;A;22;Anger;Low;128;0.056;1
Alpha;A;9;Alpha;A;23;Anger;Low;128;0.063;1
Alpha;A;10;Alpha;A;21;Anger;Low;128;0.063;1
Alpha;A;10;Alpha;A;24;Anger;Low;128;0.064;1
Echo;H;10;Echo;H;20;Happiness;Low;128;0.064;1
Alpha;A;10;Alpha;A;20;Anger;Low;128;0.068;1
Alpha;A;8;Alpha;A;23;Anger;Low;128;0.068;1
Echo;H;9;Echo;H;20;Happiness;Low;128;0.069;1
Echo;H;10;Echo;H;21;Happiness;Low;128;0.075;1
Bravo;A;0;Bravo;H;20;Happiness;Low;128;0.078;1
Bravo;H;0;Bravo;H;20;Happiness;Low;128;0.078;1
Echo;H;8;Echo;H;20;Happiness;Low;128;0.078;1
Echo;H;7;Echo;H;20;Happiness;Low;128;0.078;1
Bravo;H;8;Bravo;H;20;Happiness;Low;128;0.078;1
Bravo;H;0;Bravo;H;21;Happiness;Low;128;0.079;1
Bravo;A;0;Bravo;H;21;Happiness;Low;128;0.079;1
Echo;H;9;Echo;H;21;Happiness;Low;128;0.079;1
Bravo;A;10;Bravo;A;20;Anger;Low;128;0.08;1
Bravo;A;7;Bravo;H;20;Happiness;Low;128;0.08;1
Bravo;H;8;Bravo;H;21;Happiness;Low;128;0.08;1
Alpha;H;10;Alpha;H;20;Happiness;Low;128;0.081;1
Bravo;A;0;Bravo;H;22;Happiness;Low;128;0.081;1
Bravo;H;0;Bravo;H;22;Happiness;Low;128;0.081;1
Bravo;A;8;Bravo;H;20;Happiness;Low;128;0.081;1
Bravo;H;7;Bravo;H;20;Happiness;Low;128;0.081;1
Alpha;A;3;Alpha;H;20;Happiness;Low;128;0.082;1
Alpha;A;3;Alpha;H;21;Happiness;Low;128;0.082;1
Bravo;H;8;Bravo;H;22;Happiness;Low;128;0.082;1
Echo;H;6;Echo;H;20;Happiness;Low;128;0.082;1
Bravo;A;7;Bravo;H;21;Happiness;Low;128;0.083;1
Bravo;H;6;Bravo;H;20;Happiness;Low;128;0.083;1
Bravo;A;9;Bravo;H;20;Happiness;Low;128;0.083;1
Echo;H;5;Echo;H;20;Happiness;Low;128;0.083;1
Bravo;H;7;Bravo;H;21;Happiness;Low;128;0.083;1
Bravo;A;10;Bravo;A;21;Anger;Low;128;0.083;1
Bravo;H;8;Bravo;H;26;Happiness;Low;128;0.084;1
Bravo;H;10;Bravo;H;20;Happiness;Low;128;0.084;1
Bravo;A;9;Bravo;A;20;Anger;Low;128;0.084;1
Bravo;A;8;Bravo;H;21;Happiness;Low;128;0.084;1
Alpha;A;3;Alpha;H;22;Happiness;Low;128;0.084;1
Alpha;H;10;Alpha;H;21;Happiness;Low;128;0.084;1
Bravo;A;10;Bravo;H;20;Happiness;Low;128;0.084;1
Bravo;H;6;Bravo;H;21;Happiness;Low;128;0.085;1
Alpha;H;9;Alpha;H;20;Happiness;Low;128;0.085;1
Bravo;H;8;Bravo;H;27;Happiness;Low;128;0.085;1
Bravo;A;10;Bravo;A;22;Anger;Low;128;0.085;1
Bravo;A;7;Bravo;H;22;Happiness;Low;128;0.085;1
Bravo;A;0;Bravo;H;26;Happiness;Low;128;0.085;1
Bravo;H;0;Bravo;H;26;Happiness;Low;128;0.085;1
Bravo;H;7;Bravo;H;22;Happiness;Low;128;0.085;1
Bravo;A;9;Bravo;H;21;Happiness;Low;128;0.085;1
Bravo;H;10;Bravo;H;21;Happiness;Low;128;0.085;1
Bravo;H;9;Bravo;H;20;Happiness;Low;128;0.086;1
Bravo;A;8;Bravo;H;22;Happiness;Low;128;0.086;1
Echo;H;10;Echo;H;22;Happiness;Low;128;0.086;1
Bravo;H;0;Bravo;H;27;Happiness;Low;128;0.086;1
Bravo;A;0;Bravo;H;27;Happiness;Low;128;0.086;1
Bravo;H;7;Bravo;H;26;Happiness;Low;128;0.086;1
Bravo;A;8;Bravo;A;20;Anger;Low;128;0.087;1
Echo;H;7;Echo;H;21;Happiness;Low;128;0.087;1
Echo;H;8;Echo;H;21;Happiness;Low;128;0.087;1
Bravo;H;6;Bravo;H;22;Happiness;Low;128;0.087;1
Bravo;A;10;Bravo;H;21;Happiness;Low;128;0.087;1
Alpha;H;10;Alpha;H;22;Happiness;Low;128;0.087;1
Alpha;A;3;Alpha;H;23;Happiness;Low;128;0.087;1
Bravo;A;9;Bravo;A;21;Anger;Low;128;0.087;1
Bravo;A;10;Bravo;A;23;Anger;Low;128;0.087;1
Bravo;H;9;Bravo;H;21;Happiness;Low;128;0.087;1
Bravo;A;9;Bravo;H;22;Happiness;Low;128;0.087;1
Bravo;H;10;Bravo;H;22;Happiness;Low;128;0.088;1
Alpha;H;9;Alpha;H;21;Happiness;Low;128;0.088;1
Bravo;H;7;Bravo;H;27;Happiness;Low;128;0.088;1
Bravo;H;6;Bravo;H;26;Happiness;Low;128;0.088;1
Charlie;H;10;Charlie;H;21;Happiness;Low;128;0.089;1
Bravo;A;10;Bravo;H;22;Happiness;Low;128;0.089;1
Bravo;H;10;Bravo;H;26;Happiness;Low;128;0.089;1
Echo;H;5;Echo;H;21;Happiness;Low;128;0.089;1
Alpha;A;3;Alpha;H;24;Happiness;Low;128;0.089;1
Bravo;A;9;Bravo;A;22;Anger;Low;128;0.089;1
Echo;H;10;Echo;H;23;Happiness;Low;128;0.089;1
Bravo;H;6;Bravo;H;27;Happiness;Low;128;0.09;1
Bravo;H;9;Bravo;H;22;Happiness;Low;128;0.09;1
Echo;H;6;Echo;H;21;Happiness;Low;128;0.09;1
Bravo;A;7;Bravo;H;26;Happiness;Low;128;0.09;1
Bravo;A;7;Bravo;A;20;Anger;Low;128;0.09;1
Echo;H;9;Echo;H;22;Happiness;Low;128;0.09;1
Alpha;A;3;Alpha;H;25;Happiness;Low;128;0.09;1
Bravo;H;10;Bravo;H;27;Happiness;Low;128;0.09;1
Alpha;H;8;Alpha;H;20;Happiness;Low;128;0.09;1
Alpha;A;4;Alpha;H;21;Happiness;Low;128;0.09;1
Bravo;A;8;Bravo;A;21;Anger;Low;128;0.091;1
Bravo;A;8;Bravo;H;26;Happiness;Low;128;0.091;1
Alpha;H;9;Alpha;H;22;Happiness;Low;128;0.091;1
Bravo;H;9;Bravo;H;26;Happiness;Low;128;0.091;1
Alpha;A;4;Alpha;H;22;Happiness;Low;128;0.091;1
Charlie;H;10;Charlie;H;20;Happiness;Low;128;0.092;1
Bravo;A;6;Bravo;H;20;Happiness;Low;128;0.092;1
Bravo;A;9;Bravo;A;23;Anger;Low;128;0.092;1
Alpha;H;10;Alpha;H;23;Happiness;Low;128;0.092;1
Alpha;A;4;Alpha;H;20;Happiness;Low;128;0.092;1
Echo;H;10;Echo;H;25;Happiness;Low;128;0.092;1
Bravo;A;9;Bravo;H;26;Happiness;Low;128;0.092;1
Bravo;A;5;Bravo;H;20;Happiness;Low;128;0.092;1
Bravo;A;7;Bravo;H;27;Happiness;Low;128;0.092;1
Bravo;A;10;Bravo;A;24;Anger;Low;128;0.092;1
Charlie;H;10;Charlie;H;22;Happiness;Low;128;0.092;1
Bravo;H;9;Bravo;H;27;Happiness;Low;128;0.092;1
Bravo;A;8;Bravo;H;27;Happiness;Low;128;0.093;1
Bravo;A;8;Bravo;A;22;Anger;Low;128;0.093;1
Bravo;A;3;Bravo;H;20;Happiness;Low;128;0.093;1
Bravo;A;10;Bravo;H;26;Happiness;Low;128;0.093;1
Alpha;H;8;Alpha;H;21;Happiness;Low;128;0.093;1
Echo;H;9;Echo;H;23;Happiness;Low;128;0.093;1
Echo;H;4;Echo;H;20;Happiness;Low;128;0.093;1
Bravo;A;6;Bravo;A;20;Anger;Low;128;0.093;1
Bravo;A;9;Bravo;H;27;Happiness;Low;128;0.094;1
Alpha;A;4;Alpha;H;23;Happiness;Low;128;0.094;1
Bravo;A;6;Bravo;H;21;Happiness;Low;128;0.094;1
Alpha;A;3;Alpha;H;26;Happiness;Low;128;0.094;1
Bravo;A;5;Bravo;H;21;Happiness;Low;128;0.094;1
Bravo;A;7;Bravo;A;21;Anger;Low;128;0.094;1
Bravo;A;5;Bravo;A;20;Anger;Low;128;0.095;1
Bravo;A;3;Bravo;H;21;Happiness;Low;128;0.095;1
Bravo;A;10;Bravo;H;27;Happiness;Low;128;0.095;1
Echo;H;10;Echo;H;24;Happiness;Low;128;0.095;1
Alpha;A;4;Alpha;H;24;Happiness;Low;128;0.095;1
Alpha;H;10;Alpha;H;24;Happiness;Low;128;0.095;1
Alpha;A;2;Alpha;H;20;Happiness;Low;128;0.095;1
Bravo;A;8;Bravo;A;23;Anger;Low;128;0.095;1
Alpha;H;9;Alpha;H;23;Happiness;Low;128;0.095;1
Alpha;A;4;Alpha;H;25;Happiness;Low;128;0.095;1
Echo;H;9;Echo;H;25;Happiness;Low;128;0.096;1
Bravo;A;6;Bravo;A;21;Anger;Low;128;0.096;1
Alpha;H;8;Alpha;H;22;Happiness;Low;128;0.096;1
Bravo;A;6;Bravo;H;22;Happiness;Low;128;0.096;1
Charlie;H;9;Charlie;H;21;Happiness;Low;128;0.096;1
Echo;H;10;Echo;H;26;Happiness;Low;128;0.096;1
Bravo;A;9;Bravo;A;24;Anger;Low;128;0.096;1
Alpha;A;2;Alpha;H;21;Happiness;Low;128;0.096;1
Bravo;A;7;Bravo;A;22;Anger;Low;128;0.097;1
Charlie;H;10;Charlie;H;23;Happiness;Low;128;0.097;1
Bravo;A;5;Bravo;H;22;Happiness;Low;128;0.097;1
Bravo;A;3;Bravo;H;22;Happiness;Low;128;0.097;1
Alpha;H;10;Alpha;H;25;Happiness;Low;128;0.097;1
Bravo;A;5;Bravo;A;21;Anger;Low;128;0.097;1
Alpha;A;3;Alpha;H;27;Happiness;Low;128;0.097;1
Bravo;A;6;Bravo;A;22;Anger;Low;128;0.097;1
Echo;H;7;Echo;H;22;Happiness;Low;128;0.097;1
Echo;H;8;Echo;H;22;Happiness;Low;128;0.097;1
Bravo;A;4;Bravo;H;20;Happiness;Low;128;0.097;1
Bravo;A;5;Bravo;A;22;Anger;Low;128;0.098;1
Charlie;H;10;Charlie;H;24;Happiness;Low;128;0.098;1
Alpha;A;2;Alpha;H;22;Happiness;Low;128;0.098;1
Bravo;A;6;Bravo;A;23;Anger;Low;128;0.099;1
Echo;H;9;Echo;H;24;Happiness;Low;128;0.099;1
Alpha;H;9;Alpha;H;24;Happiness;Low;128;0.099;1
Bravo;A;4;Bravo;H;21;Happiness;Low;128;0.099;1
Alpha;A;4;Alpha;H;26;Happiness;Low;128;0.099;1
Echo;H;5;Echo;H;22;Happiness;Low;128;0.099;1
Bravo;A;7;Bravo;A;23;Anger;Low;128;0.099;1
Bravo;H;10;Bravo;H;50;Happiness;High;128;0.099;1
Charlie;H;9;Charlie;H;20;Happiness;Low;128;0.099;1
Bravo;A;10;Bravo;A;25;Anger;Low;128;0.1;1
Bravo;A;3;Bravo;H;26;Happiness;Low;128;0.1;1
Alpha;A;5;Alpha;H;21;Happiness;Low;128;0.1;1
Bravo;A;5;Bravo;A;23;Anger;Low;128;0.1;1
Echo;H;4;Echo;H;21;Happiness;Low;128;0.1;1
Alpha;A;3;Alpha;H;28;Happiness;Low;128;0.1;1
Alpha;A;5;Alpha;H;22;Happiness;Low;128;0.1;1
Charlie;H;9;Charlie;H;22;Happiness;Low;128;0.1;1
Echo;H;3;Echo;H;20;Happiness;Low;128;0.1;1
Alpha;A;1;Alpha;H;20;Happiness;Low;128;0.1;1
Charlie;H;8;Charlie;H;21;Happiness;Low;128;0.1;1
Bravo;A;8;Bravo;A;24;Anger;Low;128;0.1;1
Echo;H;6;Echo;H;22;Happiness;Low;128;0.1;1
Alpha;H;10;Alpha;H;26;Happiness;Low;128;0.1;1
Echo;H;9;Echo;H;26;Happiness;Low;128;0.1;1
Echo;H;7;Echo;H;23;Happiness;Low;128;0.1;1
Echo;H;8;Echo;H;23;Happiness;Low;128;0.1;1
Alpha;H;8;Alpha;H;23;Happiness;Low;128;0.101;1
Alpha;H;9;Alpha;H;25;Happiness;Low;128;0.101;1
Bravo;A;6;Bravo;H;26;Happiness;Low;128;0.101;1
Bravo;A;4;Bravo;H;22;Happiness;Low;128;0.101;1
Bravo;A;5;Bravo;H;26;Happiness;Low;128;0.101;1
Bravo;A;3;Bravo;H;27;Happiness;Low;128;0.101;1
Alpha;A;4;Alpha;H;27;Happiness;Low;128;0.101;1
Alpha;A;5;Alpha;H;23;Happiness;Low;128;0.102;1
Bravo;H;8;Bravo;H;50;Happiness;High;128;0.102;1
Alpha;A;5;Alpha;H;24;Happiness;Low;128;0.102;1
Alpha;A;5;Alpha;H;20;Happiness;Low;128;0.102;1
Alpha;A;1;Alpha;H;21;Happiness;Low;128;0.102;1
Charlie;H;10;Charlie;H;25;Happiness;Low;128;0.102;1
Bravo;H;10;Bravo;A;20;Anger;Low;128;0.102;1
Alpha;A;5;Alpha;H;25;Happiness;Low;128;0.102;1
Echo;H;5;Echo;H;23;Happiness;Low;128;0.102;1
Bravo;H;9;Bravo;H;50;Happiness;High;128;0.102;1
Bravo;A;6;Bravo;H;27;Happiness;Low;128;0.103;1
Alpha;A;2;Alpha;H;23;Happiness;Low;128;0.103;1
Charlie;H;8;Charlie;H;20;Happiness;Low;128;0.103;1
Bravo;A;5;Bravo;H;27;Happiness;Low;128;0.103;1
Bravo;H;10;Bravo;H;51;Happiness;High;128;0.103;1
Bravo;A;6;Bravo;A;24;Anger;Low;128;0.103;1
Bravo;H;9;Bravo;A;20;Anger;Low;128;0.103;1
Echo;H;8;Echo;H;25;Happiness;Low;128;0.103;1
Echo;H;7;Echo;H;25;Happiness;Low;128;0.103;1
Alpha;A;4;Alpha;H;28;Happiness;Low;128;0.103;1
Alpha;A;3;Alpha;H;29;Happiness;Low;128;0.103;1
Bravo;H;7;Bravo;H;50;Happiness;High;128;0.103;1
Bravo;A;9;Bravo;A;25;Anger;Low;128;0.103;1
Echo;H;6;Echo;H;23;Happiness;Low;128;0.104;1
Bravo;H;0;Bravo;H;23;Happiness;Low;128;0.104;1
Bravo;A;0;Bravo;H;23;Happiness;Low;128;0.104;1
Bravo;A;4;Bravo;H;26;Happiness;Low;128;0.104;1
Bravo;A;5;Bravo;A;24;Anger;Low;128;0.104;1
Charlie;H;8;Charlie;H;22;Happiness;Low;128;0.104;1
Bravo;A;0;Bravo;H;24;Happiness;Low;128;0.104;1
Bravo;H;0;Bravo;H;24;Happiness;Low;128;0.104;1
Alpha;H;8;Alpha;H;24;Happiness;Low;128;0.104;1
Alpha;H;9;Alpha;H;26;Happiness;Low;128;0.104;1
Alpha;A;1;Alpha;H;22;Happiness;Low;128;0.104;1
Bravo;H;10;Bravo;A;21;Anger;Low;128;0.104;1
Alpha;H;10;Alpha;H;27;Happiness;Low;128;0.104;1
Charlie;H;9;Charlie;H;23;Happiness;Low;128;0.104;1
Bravo;H;1;Bravo;H;20;Happiness;Low;128;0.104;1
Bravo;A;7;Bravo;A;24;Anger;Low;128;0.104;1
Bravo;A;0;Bravo;H;25;Happiness;Low;128;0.105;1
Bravo;H;0;Bravo;H;25;Happiness;Low;128;0.105;1
Alpha;A;10;Alpha;A;28;Anger;Low;128;0.105;1
Bravo;H;9;Bravo;A;21;Anger;Low;128;0.105;1
Bravo;H;8;Bravo;H;51;Happiness;High;128;0.105;1
Bravo;H;2;Bravo;H;20;Happiness;Low;128;0.105;1
Echo;H;10;Echo;H;28;Happiness;Low;128;0.105;1
Alpha;A;5;Alpha;H;26;Happiness;Low;128;0.105;1
Echo;H;5;Echo;H;25;Happiness;Low;128;0.105;1
Bravo;A;10;Bravo;A;26;Anger;Low;128;0.105;1
Bravo;H;3;Bravo;H;20;Happiness;Low;128;0.105;1
Bravo;H;10;Bravo;A;22;Anger;Low;128;0.105;1
Bravo;A;4;Bravo;H;27;Happiness;Low;128;0.105;1
Alpha;A;4;Alpha;H;29;Happiness;Low;128;0.105;1
Alpha;A;2;Alpha;H;24;Happiness;Low;128;0.105;1
Bravo;H;6;Bravo;H;50;Happiness;High;128;0.105;1
Bravo;H;1;Bravo;H;21;Happiness;Low;128;0.106;1
Echo;H;8;Echo;H;24;Happiness;Low;128;0.106;1
Echo;H;7;Echo;H;24;Happiness;Low;128;0.106;1
Echo;H;3;Echo;H;21;Happiness;Low;128;0.106;1
Charlie;H;7;Charlie;H;21;Happiness;Low;128;0.106;1
Bravo;H;9;Bravo;H;51;Happiness;High;128;0.106;1
Bravo;H;9;Bravo;A;22;Anger;Low;128;0.106;1
Bravo;H;8;Bravo;A;20;Anger;Low;128;0.106;1
Alpha;H;8;Alpha;H;25;Happiness;Low;128;0.106;1
Charlie;H;9;Charlie;H;24;Happiness;Low;128;0.106;1
Echo;H;6;Echo;H;25;Happiness;Low;128;0.106;1
Bravo;H;4;Bravo;H;20;Happiness;Low;128;0.106;1
Bravo;H;2;Bravo;H;21;Happiness;Low;128;0.106;1
Bravo;H;3;Bravo;H;21;Happiness;Low;128;0.106;1
Bravo;H;7;Bravo;A;20;Anger;Low;128;0.106;1
Bravo;H;6;Bravo;A;20;Anger;Low;128;0.107;1
Charlie;H;7;Charlie;H;20;Happiness;Low;128;0.107;1
Alpha;A;0;Alpha;H;20;Happiness;Low;128;0.107;1
Bravo;A;7;Bravo;H;23;Happiness;Low;128;0.107;1
Charlie;H;10;Charlie;H;26;Happiness;Low;128;0.107;1
Bravo;H;10;Bravo;A;23;Anger;Low;128;0.107;1
Bravo;H;7;Bravo;H;51;Happiness;High;128;0.107;1
Alpha;A;2;Alpha;H;25;Happiness;Low;128;0.107;1
Alpha;A;5;Alpha;H;27;Happiness;Low;128;0.107;1
Bravo;A;6;Bravo;A;25;Anger;Low;128;0.107;1
Bravo;H;1;Bravo;H;22;Happiness;Low;128;0.107;1
Bravo;H;4;Bravo;H;21;Happiness;Low;128;0.107;1
Alpha;A;3;Alpha;H;30;Happiness;Low;128;0.107;1
Bravo;A;3;Bravo;A;20;Anger;Low;128;0.107;1
Bravo;H;9;Bravo;A;23;Anger;Low;128;0.107;1
Echo;H;8;Echo;H;26;Happiness;Low;128;0.107;1
Echo;H;7;Echo;H;26;Happiness;Low;128;0.107;1
Bravo;A;1;Bravo;H;20;Happiness;Low;128;0.107;1
Echo;H;5;Echo;H;24;Happiness;Low;128;0.108;1
Bravo;A;8;Bravo;A;25;Anger;Low;128;0.108;1
Bravo;H;8;Bravo;H;23;Happiness;Low;128;0.108;1
Bravo;H;2;Bravo;H;22;Happiness;Low;128;0.108;1
Bravo;H;8;Bravo;H;24;Happiness;Low;128;0.108;1
Alpha;H;9;Alpha;H;27;Happiness;Low;128;0.108;1
Bravo;H;3;Bravo;H;22;Happiness;Low;128;0.108;1
Bravo;A;7;Bravo;H;24;Happiness;Low;128;0.108;1
Bravo;A;5;Bravo;A;25;Anger;Low;128;0.108;1
Echo;H;4;Echo;H;22;Happiness;Low;128;0.108;1
Charlie;H;8;Charlie;H;23;Happiness;Low;128;0.108;1
Bravo;H;8;Bravo;A;21;Anger;Low;128;0.108;1
Alpha;H;10;Alpha;H;28;Happiness;Low;128;0.108;1
Bravo;A;8;Bravo;H;23;Happiness;Low;128;0.108;1
Bravo;H;8;Bravo;H;25;Happiness;Low;128;0.108;1
Bravo;A;1;Bravo;H;21;Happiness;Low;128;0.109;1
Alpha;A;5;Alpha;H;28;Happiness;Low;128;0.109;1
Alpha;A;1;Alpha;H;23;Happiness;Low;128;0.109;1
Bravo;H;7;Bravo;A;21;Anger;Low;128;0.109;1
Echo;H;6;Echo;H;24;Happiness;Low;128;0.109;1
Bravo;H;6;Bravo;A;21;Anger;Low;128;0.109;1
Bravo;A;4;Bravo;A;20;Anger;Low;128;0.109;1
Bravo;H;4;Bravo;H;22;Happiness;Low;128;0.109;1
Alpha;A;9;Alpha;A;25;Anger;Low;128;0.109;1
Bravo;A;10;Bravo;A;27;Anger;Low;128;0.109;1
Bravo;H;6;Bravo;H;51;Happiness;High;128;0.109;1
Echo;H;10;Echo;H;27;Happiness;Low;128;0.109;1
Bravo;H;1;Bravo;H;26;Happiness;Low;128;0.109;1
Bravo;A;9;Bravo;A;26;Anger;Low;128;0.109;1
Bravo;H;0;Bravo;H;28;Happiness;Low;128;0.109;1
Bravo;A;0;Bravo;H;28;Happiness;Low;128;0.109;1
Bravo;A;3;Bravo;A;21;Anger;Low;128;0.109;1
Alpha;A;0;Alpha;H;21;Happiness;Low;128;0.109;1
Bravo;H;5;Bravo;H;20;Happiness;Low;128;0.109;1
Echo;H;9;Echo;H;28;Happiness;Low;128;0.109;1
Charlie;H;7;Charlie;H;22;Happiness;Low;128;0.109;1
Alpha;A;4;Alpha;H;30;Happiness;Low;128;0.109;1
Bravo;H;3;Bravo;H;26;Happiness;Low;128;0.109;1
Alpha;A;5;Alpha;H;29;Happiness;Low;128;0.109;1
Echo;H;5;Echo;H;26;Happiness;Low;128;0.11;1
Bravo;H;2;Bravo;H;26;Happiness;Low;128;0.11;1
Bravo;A;8;Bravo;H;24;Happiness;Low;128;0.11;1
Alpha;H;8;Alpha;H;26;Happiness;Low;128;0.11;1
Bravo;H;8;Bravo;H;28;Happiness;Low;128;0.11;1
Bravo;H;5;Bravo;H;50;Happiness;High;128;0.11;1
Bravo;H;8;Bravo;A;22;Anger;Low;128;0.11;1
Alpha;A;10;Alpha;A;26;Anger;Low;128;0.11;1
Bravo;A;7;Bravo;H;25;Happiness;Low;128;0.11;1
Charlie;H;9;Charlie;H;25;Happiness;Low;128;0.11;1
Bravo;H;4;Bravo;H;50;Happiness;High;128;0.11;1
Bravo;H;0;Bravo;H;29;Happiness;Low;128;0.11;1
Bravo;A;0;Bravo;H;29;Happiness;Low;128;0.11;1
Bravo;A;7;Bravo;H;28;Happiness;Low;128;0.11;1
Bravo;H;1;Bravo;H;27;Happiness;Low;128;0.11;1
Bravo;H;7;Bravo;A;22;Anger;Low;128;0.11;1
Bravo;H;4;Bravo;H;26;Happiness;Low;128;0.11;1
Charlie;H;8;Charlie;H;24;Happiness;Low;128;0.11;1
Bravo;A;9;Bravo;H;23;Happiness;Low;128;0.11;1
Bravo;H;6;Bravo;A;22;Anger;Low;128;0.11;1
Bravo;A;3;Bravo;A;22;Anger;Low;128;0.11;1
Bravo;A;1;Bravo;H;22;Happiness;Low;128;0.11;1
Bravo;H;8;Bravo;H;29;Happiness;Low;128;0.11;1
Bravo;H;5;Bravo;H;21;Happiness;Low;128;0.11;1
Bravo;H;3;Bravo;H;27;Happiness;Low;128;0.11;1
Bravo;A;4;Bravo;A;21;Anger;Low;128;0.11;1
Echo;H;6;Echo;H;26;Happiness;Low;128;0.11;1
Bravo;H;7;Bravo;H;23;Happiness;Low;128;0.111;1
Bravo;H;2;Bravo;H;27;Happiness;Low;128;0.111;1
Echo;H;4;Echo;H;23;Happiness;Low;128;0.111;1
Bravo;H;8;Bravo;H;30;Happiness;Low;128;0.111;1
Charlie;H;10;Charlie;H;27;Happiness;Low;128;0.111;1
Bravo;H;3;Bravo;H;50;Happiness;High;128;0.111;1
Bravo;H;0;Bravo;H;30;Happiness;Low;128;0.111;1
Bravo;A;0;Bravo;H;30;Happiness;Low;128;0.111;1
Bravo;H;7;Bravo;H;24;Happiness;Low;128;0.111;1
Bravo;A;6;Bravo;A;26;Anger;Low;128;0.111;1
Bravo;A;8;Bravo;H;28;Happiness;Low;128;0.111;1
Alpha;A;2;Alpha;H;26;Happiness;Low;128;0.111;1
Bravo;H;4;Bravo;H;27;Happiness;Low;128;0.111;1
Bravo;A;9;Bravo;H;24;Happiness;Low;128;0.111;1
Bravo;H;10;Bravo;A;24;Anger;Low;128;0.111;1
Bravo;H;10;Bravo;H;52;Happiness;High;128;0.111;1
Bravo;A;8;Bravo;H;25;Happiness;Low;128;0.111;1
Bravo;A;4;Bravo;A;22;Anger;Low;128;0.111;1
Bravo;A;7;Bravo;H;29;Happiness;Low;128;0.111;1
Bravo;A;3;Bravo;A;23;Anger;Low;128;0.111;1
Alpha;A;0;Alpha;H;22;Happiness;Low;128;0.111;1
Bravo;H;7;Bravo;H;25;Happiness;Low;128;0.111;1
Bravo;H;9;Bravo;A;24;Anger;Low;128;0.111;1
Bravo;A;10;Bravo;H;23;Happiness;Low;128;0.111;1
Bravo;A;5;Bravo;A;26;Anger;Low;128;0.112;1
Echo;A;10;Echo;A;20;Anger;Low;128;0.112;1
Alpha;H;7;Alpha;H;20;Happiness;Low;128;0.112;1
Bravo;H;8;Bravo;A;23;Anger;Low;128;0.112;1
Alpha;A;1;Alpha;H;24;Happiness;Low;128;0.112;1
Bravo;A;9;Bravo;H;28;Happiness;Low;128;0.112;1
Bravo;H;7;Bravo;A;23;Anger;Low;128;0.112;1
Bravo;H;6;Bravo;A;23;Anger;Low;128;0.112;1
Bravo;A;8;Bravo;H;29;Happiness;Low;128;0.112;1
Bravo;H;5;Bravo;H;22;Happiness;Low;128;0.112;1
Bravo;H;6;Bravo;H;23;Happiness;Low;128;0.112;1
Alpha;H;9;Alpha;H;28;Happiness;Low;128;0.112;1
Bravo;A;7;Bravo;A;25;Anger;Low;128;0.112;1
Bravo;A;4;Bravo;A;23;Anger;Low;128;0.112;1
Bravo;H;6;Bravo;H;24;Happiness;Low;128;0.112;1
Bravo;H;2;Bravo;H;50;Happiness;High;128;0.112;1
Bravo;H;8;Bravo;H;52;Happiness;High;128;0.112;1
Delta;A;7;Delta;H;20;Happiness;Low;128;0.112;1
Bravo;A;1;Bravo;H;26;Happiness;Low;128;0.112;1
Bravo;A;10;Bravo;H;24;Happiness;Low;128;0.112;1
Bravo;H;7;Bravo;H;28;Happiness;Low;128;0.112;1
Bravo;A;9;Bravo;A;27;Anger;Low;128;0.112;1
Bravo;A;9;Bravo;H;25;Happiness;Low;128;0.113;1
Bravo;A;10;Bravo;H;28;Happiness;Low;128;0.113;1
Bravo;H;5;Bravo;H;26;Happiness;Low;128;0.113;1
Charlie;A;10;Charlie;A;20;Anger;Low;128;0.113;1
Alpha;H;7;Alpha;H;21;Happiness;Low;128;0.113;1
Bravo;A;9;Bravo;H;29;Happiness;Low;128;0.113;1
Echo;H;9;Echo;H;27;Happiness;Low;128;0.113;1
Echo;H;4;Echo;H;25;Happiness;Low;128;0.113;1
Bravo;H;6;Bravo;H;25;Happiness;Low;128;0.113;1
Bravo;A;2;Bravo;H;20;Happiness;Low;128;0.113;1
Bravo;H;7;Bravo;H;29;Happiness;Low;128;0.113;1
Bravo;H;1;Bravo;H;50;Happiness;High;128;0.113;1
Bravo;A;7;Bravo;H;30;Happiness;Low;128;0.113;1
Bravo;A;6;Bravo;A;27;Anger;Low;128;0.113;1
Bravo;H;5;Bravo;H;51;Happiness;High;128;0.113;1
Alpha;A;5;Alpha;H;30;Happiness;Low;128;0.113;1
Bravo;H;4;Bravo;H;51;Happiness;High;128;0.113;1
Alpha;A;1;Alpha;H;25;Happiness;Low;128;0.113;1
Bravo;A;8;Bravo;A;26;Anger;Low;128;0.113;1
Alpha;H;8;Alpha;H;27;Happiness;Low;128;0.113;1
Bravo;H;7;Bravo;H;30;Happiness;Low;128;0.113;1
