Ref_User;Ref_User_Emotion;Ref_User_Emotion_Intensity;Eval;Eval_User_Emotion;Eval_User_Emotion_Intensity;Distance;Dimension;Emotion;Intensity;SameUser
Echo;H;4;Delta;A;53;1,039;512;Anger;High;0
Delta;H;8;Bravo;A;25;1,039;512;Anger;Low;0
Delta;A;1;Bravo;H;30;1,039;512;Happiness;Low;0
Delta;A;4;Bravo;H;53;1,039;512;Happiness;High;0
Delta;A;6;Bravo;H;54;1,039;512;Happiness;High;0
Delta;A;2;Bravo;H;57;1,039;512;Happiness;High;0
Echo;A;7;Delta;A;56;1,039;512;Anger;High;0
Delta;H;2;Bravo;H;58;1,039;512;Happiness;High;0
Delta;H;8;Bravo;A;21;1,039;512;Anger;Low;0
Echo;A;6;Delta;A;54;1,039;512;Anger;High;0
Delta;A;8;Bravo;A;60;1,039;512;Anger;High;0
Delta;H;5;Bravo;H;24;1,039;512;Happiness;Low;0
Delta;H;4;Bravo;H;24;1,039;512;Happiness;Low;0
Delta;A;6;Bravo;H;26;1,039;512;Happiness;Low;0
Delta;H;8;Bravo;A;23;1,039;512;Anger;Low;0
Echo;A;10;Delta;A;59;1,039;512;Anger;High;0
Delta;A;3;Bravo;H;26;1,039;512;Happiness;Low;0
Delta;A;2;Bravo;H;56;1,039;512;Happiness;High;0
Delta;H;7;Bravo;A;30;1,039;512;Anger;Low;0
Delta;A;3;Bravo;H;50;1,039;512;Happiness;High;0
Echo;H;4;Delta;A;50;1,039;512;Anger;High;0
Delta;H;6;Bravo;H;20;1,039;512;Happiness;Low;0
Delta;H;9;Bravo;H;23;1,039;512;Happiness;Low;0
Delta;A;4;Bravo;A;22;1,039;512;Anger;Low;0
Delta;A;6;Bravo;H;50;1,04;512;Happiness;High;0
Delta;H;3;Bravo;H;58;1,04;512;Happiness;High;0
Echo;A;6;Delta;A;55;1,04;512;Anger;High;0
Delta;A;2;Bravo;H;28;1,04;512;Happiness;Low;0
Delta;H;5;Bravo;H;22;1,04;512;Happiness;Low;0
Delta;H;4;Bravo;H;22;1,04;512;Happiness;Low;0
Delta;A;4;Bravo;H;52;1,04;512;Happiness;High;0
Delta;H;5;Bravo;H;25;1,04;512;Happiness;Low;0
Delta;H;4;Bravo;H;25;1,04;512;Happiness;Low;0
Delta;A;1;Bravo;H;57;1,04;512;Happiness;High;0
Echo;H;6;Delta;A;53;1,04;512;Anger;High;0
Delta;A;3;Bravo;H;51;1,04;512;Happiness;High;0
Echo;H;2;Delta;A;52;1,04;512;Anger;High;0
Delta;A;1;Bravo;H;56;1,04;512;Happiness;High;0
Delta;A;1;Bravo;A;30;1,04;512;Anger;Low;0
Delta;A;6;Bravo;H;51;1,04;512;Happiness;High;0
Delta;A;2;Bravo;H;23;1,04;512;Happiness;Low;0
Delta;A;1;Bravo;A;25;1,04;512;Anger;Low;0
Delta;A;6;Bravo;H;53;1,04;512;Happiness;High;0
Delta;A;3;Bravo;H;53;1,04;512;Happiness;High;0
Echo;A;5;Delta;A;54;1,04;512;Anger;High;0
Delta;H;1;Bravo;H;57;1,04;512;Happiness;High;0
Echo;H;6;Delta;A;50;1,04;512;Anger;High;0
Delta;A;2;Bravo;H;29;1,04;512;Happiness;Low;0
Delta;H;6;Bravo;H;26;1,04;512;Happiness;Low;0
Delta;H;1;Bravo;H;30;1,04;512;Happiness;Low;0
Echo;A;7;Delta;A;54;1,04;512;Anger;High;0
Delta;A;1;Bravo;A;24;1,041;512;Anger;Low;0
Delta;H;10;Bravo;H;23;1,041;512;Happiness;Low;0
Delta;H;1;Bravo;H;56;1,041;512;Happiness;High;0
Delta;H;2;Bravo;H;30;1,041;512;Happiness;Low;0
Delta;H;4;Bravo;H;20;1,041;512;Happiness;Low;0
Delta;H;5;Bravo;H;20;1,041;512;Happiness;Low;0
Delta;H;2;Bravo;H;57;1,041;512;Happiness;High;0
Echo;A;7;Delta;A;55;1,041;512;Anger;High;0
Echo;A;5;Delta;A;55;1,041;512;Anger;High;0
Delta;A;1;Bravo;H;28;1,041;512;Happiness;Low;0
Delta;H;7;Bravo;A;24;1,041;512;Anger;Low;0
Delta;H;6;Bravo;A;30;1,041;512;Anger;Low;0
Echo;A;8;Delta;A;60;1,041;512;Anger;High;0
Echo;H;5;Delta;A;53;1,041;512;Anger;High;0
Delta;A;6;Bravo;H;52;1,041;512;Happiness;High;0
Delta;H;2;Bravo;H;56;1,041;512;Happiness;High;0
Delta;A;3;Bravo;H;52;1,041;512;Happiness;High;0
Delta;H;6;Bravo;A;24;1,041;512;Anger;Low;0
Delta;A;6;Bravo;A;22;1,041;512;Anger;Low;0
Delta;H;7;Bravo;A;25;1,041;512;Anger;Low;0
Delta;H;6;Bravo;A;25;1,041;512;Anger;Low;0
Delta;A;5;Bravo;A;27;1,041;512;Anger;Low;0
Delta;H;3;Bravo;H;57;1,041;512;Happiness;High;0
Echo;A;8;Delta;A;58;1,042;512;Anger;High;0
Delta;A;1;Bravo;H;23;1,042;512;Happiness;Low;0
Delta;H;7;Bravo;A;23;1,042;512;Anger;Low;0
Echo;H;5;Delta;A;50;1,042;512;Anger;High;0
Delta;H;9;Bravo;H;27;1,042;512;Happiness;Low;0
Delta;A;2;Bravo;H;21;1,042;512;Happiness;Low;0
Delta;H;7;Bravo;A;21;1,042;512;Anger;Low;0
Delta;A;1;Bravo;A;21;1,042;512;Anger;Low;0
Delta;A;1;Bravo;H;29;1,042;512;Happiness;Low;0
Delta;H;5;Bravo;H;26;1,042;512;Happiness;Low;0
Delta;H;4;Bravo;H;26;1,042;512;Happiness;Low;0
Delta;H;6;Bravo;A;21;1,042;512;Anger;Low;0
Delta;H;3;Bravo;H;56;1,042;512;Happiness;High;0
Echo;H;3;Delta;A;53;1,042;512;Anger;High;0
Delta;A;3;Bravo;A;22;1,042;512;Anger;Low;0
Echo;A;9;Delta;A;60;1,042;512;Anger;High;0
Delta;H;4;Bravo;A;30;1,042;512;Anger;Low;0
Delta;H;5;Bravo;A;30;1,042;512;Anger;Low;0
Delta;H;9;Bravo;H;21;1,042;512;Happiness;Low;0
Echo;H;4;Delta;A;52;1,042;512;Anger;High;0
Delta;H;6;Bravo;A;23;1,042;512;Anger;Low;0
Delta;H;3;Bravo;H;30;1,042;512;Happiness;Low;0
Delta;A;1;Bravo;A;23;1,042;512;Anger;Low;0
Delta;H;4;Bravo;A;25;1,042;512;Anger;Low;0
Delta;H;5;Bravo;A;25;1,042;512;Anger;Low;0
Echo;A;9;Delta;A;58;1,042;512;Anger;High;0
Delta;H;5;Bravo;A;24;1,043;512;Anger;Low;0
Delta;H;4;Bravo;A;24;1,043;512;Anger;Low;0
Echo;A;6;Delta;A;60;1,043;512;Anger;High;0
Delta;H;9;Bravo;H;24;1,043;512;Happiness;Low;0
Echo;H;3;Delta;A;50;1,043;512;Anger;High;0
Delta;H;1;Bravo;H;28;1,043;512;Happiness;Low;0
Delta;H;10;Bravo;H;27;1,043;512;Happiness;Low;0
Delta;A;1;Bravo;H;21;1,043;512;Happiness;Low;0
Echo;A;5;Delta;A;60;1,043;512;Anger;High;0
Delta;H;2;Bravo;H;28;1,043;512;Happiness;Low;0
Delta;A;7;Bravo;A;28;1,043;512;Anger;Low;0
Delta;A;7;Bravo;A;29;1,043;512;Anger;Low;0
Echo;A;8;Delta;A;59;1,043;512;Anger;High;0
Echo;H;6;Delta;A;52;1,043;512;Anger;High;0
Delta;H;8;Bravo;A;22;1,043;512;Anger;Low;0
Delta;H;10;Bravo;H;21;1,043;512;Happiness;Low;0
Delta;A;2;Bravo;A;25;1,043;512;Anger;Low;0
Delta;H;5;Bravo;A;21;1,043;512;Anger;Low;0
Delta;H;4;Bravo;A;21;1,043;512;Anger;Low;0
Delta;H;0;Bravo;H;60;1,043;512;Happiness;High;0
Delta;A;0;Bravo;H;60;1,043;512;Happiness;High;0
Delta;A;2;Bravo;A;30;1,044;512;Anger;Low;0
Delta;H;4;Bravo;A;23;1,044;512;Anger;Low;0
Delta;H;5;Bravo;A;23;1,044;512;Anger;Low;0
Delta;A;2;Bravo;A;24;1,044;512;Anger;Low;0
Delta;A;2;Bravo;H;24;1,044;512;Happiness;Low;0
Delta;H;2;Bravo;A;30;1,044;512;Anger;Low;0
Delta;A;2;Bravo;H;27;1,044;512;Happiness;Low;0
Delta;H;1;Bravo;H;29;1,044;512;Happiness;Low;0
Delta;A;2;Bravo;H;22;1,044;512;Happiness;Low;0
Delta;H;1;Bravo;H;23;1,044;512;Happiness;Low;0
Delta;H;9;Bravo;H;25;1,044;512;Happiness;Low;0
Echo;H;9;Delta;A;51;1,044;512;Anger;High;0
Delta;H;10;Bravo;H;24;1,044;512;Happiness;Low;0
Delta;H;9;Bravo;H;22;1,044;512;Happiness;Low;0
Delta;H;2;Bravo;H;29;1,044;512;Happiness;Low;0
Delta;H;2;Bravo;A;25;1,044;512;Anger;Low;0
Delta;H;2;Bravo;H;23;1,044;512;Happiness;Low;0
Echo;A;7;Delta;A;60;1,044;512;Anger;High;0
Delta;A;2;Bravo;H;25;1,044;512;Happiness;Low;0
Echo;H;10;Delta;A;51;1,044;512;Anger;High;0
Echo;A;9;Delta;A;59;1,044;512;Anger;High;0
Delta;H;0;Bravo;H;59;1,044;512;Happiness;High;0
Delta;A;0;Bravo;H;59;1,044;512;Happiness;High;0
Delta;H;2;Bravo;A;24;1,044;512;Anger;Low;0
Delta;A;7;Bravo;A;20;1,044;512;Anger;Low;0
Delta;A;2;Bravo;H;20;1,044;512;Happiness;Low;0
Delta;H;3;Bravo;H;28;1,045;512;Happiness;Low;0
Delta;A;7;Bravo;A;26;1,045;512;Anger;Low;0
Echo;H;5;Delta;A;52;1,045;512;Anger;High;0
Delta;H;1;Bravo;A;25;1,045;512;Anger;Low;0
Delta;A;2;Bravo;A;21;1,045;512;Anger;Low;0
Echo;A;3;Delta;A;57;1,045;512;Anger;High;0
Delta;A;1;Bravo;H;22;1,045;512;Happiness;Low;0
Echo;A;6;Delta;A;58;1,045;512;Anger;High;0
Delta;H;1;Bravo;A;30;1,045;512;Anger;Low;0
Delta;A;1;Bravo;H;27;1,045;512;Happiness;Low;0
Delta;A;2;Bravo;H;55;1,045;512;Happiness;High;0
Delta;A;1;Bravo;H;24;1,045;512;Happiness;Low;0
Delta;H;9;Bravo;H;20;1,045;512;Happiness;Low;0
Delta;H;1;Bravo;A;24;1,045;512;Anger;Low;0
Delta;H;10;Bravo;H;25;1,045;512;Happiness;Low;0
Delta;A;2;Bravo;A;23;1,045;512;Anger;Low;0
Delta;H;10;Bravo;H;22;1,045;512;Happiness;Low;0
Delta;H;0;Bravo;H;58;1,045;512;Happiness;High;0
Delta;A;0;Bravo;H;58;1,045;512;Happiness;High;0
Delta;H;2;Bravo;A;21;1,045;512;Anger;Low;0
Delta;H;1;Bravo;H;21;1,045;512;Happiness;Low;0
Delta;H;3;Bravo;H;29;1,045;512;Happiness;Low;0
Echo;A;5;Delta;A;58;1,045;512;Anger;High;0
Echo;H;3;Delta;A;52;1,045;512;Anger;High;0
Delta;A;2;Bravo;H;54;1,046;512;Happiness;High;0
Delta;A;1;Bravo;H;25;1,046;512;Happiness;Low;0
Delta;A;1;Bravo;H;20;1,046;512;Happiness;Low;0
Delta;H;3;Bravo;H;23;1,046;512;Happiness;Low;0
Delta;H;2;Bravo;A;23;1,046;512;Anger;Low;0
Delta;H;2;Bravo;H;21;1,046;512;Happiness;Low;0
Delta;H;7;Bravo;A;22;1,046;512;Anger;Low;0
Echo;H;8;Delta;A;51;1,046;512;Anger;High;0
Echo;H;7;Delta;A;51;1,046;512;Anger;High;0
Delta;A;4;Bravo;A;20;1,046;512;Anger;Low;0
Delta;H;1;Bravo;A;21;1,046;512;Anger;Low;0
Delta;A;1;Bravo;H;55;1,046;512;Happiness;High;0
Echo;A;6;Delta;A;59;1,046;512;Anger;High;0
Delta;H;9;Bravo;H;26;1,046;512;Happiness;Low;0
Delta;H;0;Bravo;H;30;1,046;512;Happiness;Low;0
Delta;A;0;Bravo;H;30;1,046;512;Happiness;Low;0
Delta;H;10;Bravo;H;20;1,046;512;Happiness;Low;0
Echo;A;7;Delta;A;58;1,046;512;Anger;High;0
Delta;H;6;Bravo;A;22;1,047;512;Anger;Low;0
Delta;H;1;Bravo;A;23;1,047;512;Anger;Low;0
Delta;A;2;Bravo;H;26;1,047;512;Happiness;Low;0
Delta;A;2;Bravo;H;50;1,047;512;Happiness;High;0
Delta;A;1;Bravo;H;54;1,047;512;Happiness;High;0
Echo;A;4;Delta;A;57;1,047;512;Anger;High;0
Delta;H;1;Bravo;H;55;1,047;512;Happiness;High;0
Echo;A;5;Delta;A;59;1,047;512;Anger;High;0
Delta;H;1;Bravo;H;27;1,047;512;Happiness;Low;0
Delta;A;4;Bravo;A;28;1,047;512;Anger;Low;0
Delta;A;4;Bravo;A;29;1,047;512;Anger;Low;0
Delta;H;1;Bravo;H;22;1,047;512;Happiness;Low;0
Delta;H;3;Bravo;H;21;1,047;512;Happiness;Low;0
Delta;A;1;Bravo;A;22;1,047;512;Anger;Low;0
Delta;H;1;Bravo;H;24;1,047;512;Happiness;Low;0
Delta;A;2;Bravo;H;51;1,047;512;Happiness;High;0
Delta;H;0;Bravo;H;57;1,047;512;Happiness;High;0
Delta;A;0;Bravo;H;57;1,047;512;Happiness;High;0
Delta;H;2;Bravo;H;55;1,047;512;Happiness;High;0
Delta;H;2;Bravo;H;27;1,047;512;Happiness;Low;0
Delta;H;1;Bravo;H;54;1,047;512;Happiness;High;0
Delta;H;2;Bravo;H;22;1,047;512;Happiness;Low;0
Delta;H;1;Bravo;H;25;1,047;512;Happiness;Low;0
Delta;H;2;Bravo;H;24;1,047;512;Happiness;Low;0
Delta;H;0;Bravo;H;56;1,047;512;Happiness;High;0
Delta;A;0;Bravo;H;56;1,047;512;Happiness;High;0
Delta;H;10;Bravo;H;26;1,048;512;Happiness;Low;0
Delta;A;7;Bravo;A;27;1,048;512;Anger;Low;0
Delta;A;1;Bravo;H;26;1,048;512;Happiness;Low;0
Delta;A;2;Bravo;H;53;1,048;512;Happiness;High;0
Delta;H;2;Bravo;H;54;1,048;512;Happiness;High;0
Delta;A;1;Bravo;H;50;1,048;512;Happiness;High;0
Delta;H;3;Bravo;H;55;1,048;512;Happiness;High;0
Echo;A;7;Delta;A;59;1,048;512;Anger;High;0
Delta;H;2;Bravo;H;25;1,048;512;Happiness;Low;0
Delta;H;1;Bravo;H;20;1,048;512;Happiness;Low;0
Echo;H;9;Delta;A;53;1,048;512;Anger;High;0
Delta;H;5;Bravo;A;22;1,048;512;Anger;Low;0
Delta;H;4;Bravo;A;22;1,048;512;Anger;Low;0
Delta;A;6;Bravo;A;29;1,048;512;Anger;Low;0
Delta;A;6;Bravo;A;28;1,048;512;Anger;Low;0
Delta;A;3;Bravo;A;20;1,048;512;Anger;Low;0
Delta;A;1;Bravo;H;51;1,048;512;Happiness;High;0
Delta;H;3;Bravo;H;54;1,048;512;Happiness;High;0
Delta;H;2;Bravo;H;20;1,048;512;Happiness;Low;0
Delta;H;3;Bravo;H;27;1,048;512;Happiness;Low;0
Delta;A;0;Bravo;H;28;1,048;512;Happiness;Low;0
Delta;H;0;Bravo;H;28;1,048;512;Happiness;Low;0
Delta;A;4;Bravo;A;26;1,048;512;Anger;Low;0
Delta;H;1;Bravo;H;50;1,048;512;Happiness;High;0
Echo;H;10;Delta;A;53;1,048;512;Anger;High;0
Delta;A;2;Bravo;H;52;1,048;512;Happiness;High;0
Echo;H;9;Delta;A;50;1,049;512;Anger;High;0
Delta;H;3;Bravo;H;24;1,049;512;Happiness;Low;0
Delta;H;3;Bravo;H;22;1,049;512;Happiness;Low;0
Delta;H;9;Bravo;A;30;1,049;512;Anger;Low;0
Delta;A;1;Bravo;H;53;1,049;512;Happiness;High;0
Delta;H;1;Bravo;H;51;1,049;512;Happiness;High;0
Delta;H;2;Bravo;H;50;1,049;512;Happiness;High;0
Delta;H;0;Bravo;A;25;1,049;512;Anger;Low;0
Delta;A;0;Bravo;A;25;1,049;512;Anger;Low;0
Delta;H;3;Bravo;H;25;1,049;512;Happiness;Low;0
Echo;H;10;Delta;A;50;1,049;512;Anger;High;0
Delta;A;6;Bravo;A;20;1,049;512;Anger;Low;0
Delta;A;0;Bravo;H;23;1,049;512;Happiness;Low;0
Delta;H;0;Bravo;H;23;1,049;512;Happiness;Low;0
Delta;H;8;Bravo;A;20;1,049;512;Anger;Low;0
Delta;H;2;Bravo;H;51;1,049;512;Happiness;High;0
Delta;H;3;Bravo;A;25;1,049;512;Anger;Low;0
Delta;H;10;Bravo;A;30;1,049;512;Anger;Low;0
Delta;A;0;Bravo;A;24;1,049;512;Anger;Low;0
Delta;H;0;Bravo;A;24;1,049;512;Anger;Low;0
Delta;H;1;Bravo;H;53;1,049;512;Happiness;High;0
Delta;A;0;Bravo;H;29;1,049;512;Happiness;Low;0
Delta;H;0;Bravo;H;29;1,049;512;Happiness;Low;0
Delta;A;6;Bravo;A;26;1,049;512;Anger;Low;0
Delta;H;1;Bravo;H;26;1,049;512;Happiness;Low;0
Delta;H;3;Bravo;A;24;1,049;512;Anger;Low;0
Echo;A;3;Delta;A;56;1,05;512;Anger;High;0
Delta;A;1;Bravo;H;52;1,05;512;Happiness;High;0
Delta;H;2;Bravo;H;53;1,05;512;Happiness;High;0
Delta;H;3;Bravo;H;50;1,05;512;Happiness;High;0
Delta;H;3;Bravo;H;20;1,05;512;Happiness;Low;0
Delta;A;2;Bravo;A;22;1,05;512;Anger;Low;0
Delta;H;2;Bravo;H;26;1,05;512;Happiness;Low;0
Delta;H;3;Bravo;H;51;1,05;512;Happiness;High;0
Delta;A;0;Bravo;A;30;1,05;512;Anger;Low;0
Delta;H;0;Bravo;A;30;1,05;512;Anger;Low;0
Echo;H;8;Delta;A;53;1,05;512;Anger;High;0
Echo;H;7;Delta;A;53;1,05;512;Anger;High;0
Delta;A;0;Bravo;H;21;1,05;512;Happiness;Low;0
Delta;H;2;Bravo;A;22;1,05;512;Anger;Low;0
Delta;H;0;Bravo;H;21;1,05;512;Happiness;Low;0
Delta;A;3;Bravo;A;28;1,05;512;Anger;Low;0
Delta;A;3;Bravo;A;29;1,05;512;Anger;Low;0
Delta;H;1;Bravo;H;52;1,05;512;Happiness;High;0
Delta;H;3;Bravo;A;30;1,05;512;Anger;Low;0
Delta;H;3;Bravo;H;53;1,05;512;Happiness;High;0
Delta;H;3;Bravo;A;21;1,051;512;Anger;Low;0
Delta;H;2;Bravo;H;52;1,051;512;Happiness;High;0
Delta;A;0;Bravo;A;21;1,051;512;Anger;Low;0
Delta;H;0;Bravo;A;21;1,051;512;Anger;Low;0
Delta;H;3;Bravo;A;23;1,051;512;Anger;Low;0
Delta;H;3;Bravo;H;26;1,051;512;Happiness;Low;0
Echo;H;7;Delta;A;50;1,051;512;Anger;High;0
Echo;H;8;Delta;A;50;1,051;512;Anger;High;0
Delta;H;8;Bravo;A;29;1,051;512;Anger;Low;0
Delta;H;8;Bravo;A;28;1,051;512;Anger;Low;0
Delta;H;9;Bravo;A;24;1,051;512;Anger;Low;0
Delta;H;1;Bravo;A;22;1,051;512;Anger;Low;0
Delta;H;0;Bravo;A;23;1,051;512;Anger;Low;0
Delta;A;0;Bravo;A;23;1,051;512;Anger;Low;0
Delta;A;4;Bravo;A;27;1,051;512;Anger;Low;0
Echo;A;3;Delta;A;54;1,051;512;Anger;High;0
Delta;H;9;Bravo;A;25;1,051;512;Anger;Low;0
Bravo;A;10;Delta;A;20;1,051;512;Anger;Low;0
Delta;A;10;Bravo;A;30;1,051;512;Anger;Low;0
Echo;A;4;Delta;A;56;1,051;512;Anger;High;0
Delta;H;3;Bravo;H;52;1,051;512;Happiness;High;0
Echo;H;9;Delta;A;52;1,051;512;Anger;High;0
Delta;H;10;Bravo;A;24;1,052;512;Anger;Low;0
Echo;A;3;Delta;A;55;1,052;512;Anger;High;0
Delta;A;3;Bravo;A;26;1,052;512;Anger;Low;0
Delta;H;10;Bravo;A;25;1,052;512;Anger;Low;0
Bravo;H;4;Delta;A;20;1,052;512;Anger;Low;0
Delta;H;9;Bravo;A;23;1,052;512;Anger;Low;0
Bravo;A;9;Delta;A;20;1,052;512;Anger;Low;0
Echo;H;10;Delta;A;52;1,052;512;Anger;High;0
Delta;A;0;Bravo;H;22;1,052;512;Happiness;Low;0
Delta;H;0;Bravo;H;22;1,052;512;Happiness;Low;0
Delta;H;9;Bravo;A;21;1,052;512;Anger;Low;0
Delta;H;7;Bravo;A;28;1,052;512;Anger;Low;0
Delta;H;7;Bravo;A;29;1,052;512;Anger;Low;0
Delta;H;6;Bravo;A;20;1,052;512;Anger;Low;0
Delta;H;0;Bravo;H;27;1,052;512;Happiness;Low;0
Delta;A;0;Bravo;H;27;1,052;512;Happiness;Low;0
Delta;H;8;Bravo;A;26;1,052;512;Anger;Low;0
Delta;H;0;Bravo;H;24;1,052;512;Happiness;Low;0
Delta;A;0;Bravo;H;24;1,052;512;Happiness;Low;0
Delta;A;1;Bravo;A;20;1,052;512;Anger;Low;0
Delta;H;10;Bravo;A;23;1,052;512;Anger;Low;0
Delta;H;7;Bravo;A;20;1,052;512;Anger;Low;0
Delta;A;0;Bravo;H;25;1,052;512;Happiness;Low;0
Delta;H;0;Bravo;H;25;1,052;512;Happiness;Low;0
Delta;A;6;Bravo;A;27;1,052;512;Anger;Low;0
Echo;A;2;Delta;A;57;1,053;512;Anger;High;0
Delta;H;10;Bravo;A;21;1,053;512;Anger;Low;0
Delta;A;0;Bravo;H;20;1,053;512;Happiness;Low;0
Delta;H;0;Bravo;H;20;1,053;512;Happiness;Low;0
Delta;H;7;Bravo;A;26;1,053;512;Anger;Low;0
Echo;A;4;Delta;A;54;1,053;512;Anger;High;0
Bravo;A;1;Delta;A;20;1,053;512;Anger;Low;0
Echo;A;4;Delta;A;55;1,053;512;Anger;High;0
Bravo;H;6;Delta;A;20;1,053;512;Anger;Low;0
Echo;A;1;Delta;A;57;1,053;512;Anger;High;0
Echo;H;8;Delta;A;52;1,053;512;Anger;High;0
Echo;H;7;Delta;A;52;1,053;512;Anger;High;0
Delta;H;0;Bravo;H;55;1,054;512;Happiness;High;0
Delta;A;0;Bravo;H;55;1,054;512;Happiness;High;0
Delta;H;4;Bravo;A;20;1,054;512;Anger;Low;0
Delta;H;5;Bravo;A;20;1,054;512;Anger;Low;0
Bravo;H;5;Delta;A;20;1,054;512;Anger;Low;0
Bravo;H;1;Delta;A;20;1,054;512;Anger;Low;0
Delta;A;0;Bravo;H;54;1,054;512;Happiness;High;0
Delta;H;0;Bravo;H;54;1,054;512;Happiness;High;0
Bravo;A;10;Delta;A;21;1,054;512;Anger;Low;0
Delta;A;0;Bravo;H;26;1,054;512;Happiness;Low;0
Delta;H;0;Bravo;H;26;1,054;512;Happiness;Low;0
Delta;A;3;Bravo;A;27;1,055;512;Anger;Low;0
Delta;A;9;Bravo;A;30;1,055;512;Anger;Low;0
Alpha;A;8;Echo;A;21;1,055;512;Anger;Low;0
Delta;H;6;Bravo;A;28;1,055;512;Anger;Low;0
Delta;H;6;Bravo;A;29;1,055;512;Anger;Low;0
Echo;A;3;Delta;A;60;1,055;512;Anger;High;0
Bravo;H;3;Delta;A;20;1,055;512;Anger;Low;0
Delta;H;8;Bravo;A;27;1,055;512;Anger;Low;0
Bravo;H;4;Delta;A;21;1,055;512;Anger;Low;0
Bravo;H;8;Delta;A;20;1,055;512;Anger;Low;0
Bravo;A;9;Delta;A;21;1,055;512;Anger;Low;0
Bravo;A;0;Delta;A;20;1,055;512;Anger;Low;0
Bravo;H;0;Delta;A;20;1,055;512;Anger;Low;0
Delta;A;0;Bravo;H;50;1,055;512;Happiness;High;0
Delta;H;0;Bravo;H;50;1,055;512;Happiness;High;0
Delta;A;2;Bravo;A;20;1,055;512;Anger;Low;0
Delta;H;3;Bravo;A;22;1,055;512;Anger;Low;0
Delta;A;1;Bravo;A;29;1,055;512;Anger;Low;0
Delta;A;1;Bravo;A;28;1,055;512;Anger;Low;0
Bravo;H;9;Delta;A;20;1,056;512;Anger;Low;0
Delta;H;0;Bravo;H;51;1,056;512;Happiness;High;0
Delta;A;0;Bravo;H;51;1,056;512;Happiness;High;0
Delta;H;2;Bravo;A;20;1,056;512;Anger;Low;0
Delta;H;9;Bravo;A;22;1,056;512;Anger;Low;0
Delta;A;0;Bravo;A;22;1,056;512;Anger;Low;0
Delta;H;0;Bravo;A;22;1,056;512;Anger;Low;0
Delta;H;6;Bravo;A;26;1,056;512;Anger;Low;0
Delta;H;7;Bravo;A;27;1,056;512;Anger;Low;0
Delta;H;4;Bravo;A;28;1,056;512;Anger;Low;0
Delta;H;4;Bravo;A;29;1,056;512;Anger;Low;0
Delta;H;5;Bravo;A;28;1,056;512;Anger;Low;0
Delta;H;5;Bravo;A;29;1,056;512;Anger;Low;0
Delta;H;1;Bravo;A;20;1,056;512;Anger;Low;0
Delta;H;0;Bravo;H;53;1,056;512;Happiness;High;0
Delta;A;0;Bravo;H;53;1,056;512;Happiness;High;0
Bravo;A;1;Delta;A;21;1,056;512;Anger;Low;0
Delta;H;10;Bravo;A;22;1,056;512;Anger;Low;0
Bravo;H;10;Delta;A;20;1,057;512;Anger;Low;0
Bravo;H;6;Delta;A;21;1,057;512;Anger;Low;0
Echo;A;4;Delta;A;60;1,057;512;Anger;High;0
Echo;A;3;Delta;A;58;1,057;512;Anger;High;0
Bravo;H;5;Delta;A;21;1,057;512;Anger;Low;0
Echo;A;2;Delta;A;56;1,057;512;Anger;High;0
Bravo;H;1;Delta;A;21;1,057;512;Anger;Low;0
Delta;A;0;Bravo;H;52;1,057;512;Happiness;High;0
Delta;H;0;Bravo;H;52;1,057;512;Happiness;High;0
Delta;A;1;Bravo;A;26;1,057;512;Anger;Low;0
Bravo;A;7;Delta;A;20;1,057;512;Anger;Low;0
Delta;H;4;Bravo;A;26;1,058;512;Anger;Low;0
Delta;H;5;Bravo;A;26;1,058;512;Anger;Low;0
Bravo;H;7;Delta;A;20;1,058;512;Anger;Low;0
Echo;A;1;Delta;A;56;1,058;512;Anger;High;0
Bravo;H;3;Delta;A;21;1,058;512;Anger;Low;0
Echo;A;3;Delta;A;59;1,058;512;Anger;High;0
Alpha;A;10;Echo;A;21;1,058;512;Anger;Low;0
Echo;A;0;Delta;A;57;1,058;512;Anger;High;0
Echo;H;0;Delta;A;57;1,058;512;Anger;High;0
Bravo;A;0;Delta;A;21;1,058;512;Anger;Low;0
Bravo;H;0;Delta;A;21;1,058;512;Anger;Low;0
Delta;A;10;Bravo;H;60;1,058;512;Happiness;High;0
Bravo;H;8;Delta;A;21;1,058;512;Anger;Low;0
Bravo;A;2;Delta;A;20;1,058;512;Anger;Low;0
Delta;H;2;Bravo;A;29;1,059;512;Anger;Low;0
Delta;H;2;Bravo;A;28;1,059;512;Anger;Low;0
Delta;A;2;Bravo;A;29;1,059;512;Anger;Low;0
Delta;A;2;Bravo;A;28;1,059;512;Anger;Low;0
Echo;A;4;Delta;A;58;1,059;512;Anger;High;0
Delta;A;10;Bravo;A;25;1,059;512;Anger;Low;0
Delta;H;6;Bravo;A;27;1,059;512;Anger;Low;0
Delta;A;10;Bravo;H;59;1,059;512;Happiness;High;0
Echo;A;2;Delta;A;54;1,059;512;Anger;High;0
Echo;H;1;Delta;A;57;1,059;512;Anger;High;0
Bravo;H;2;Delta;A;20;1,059;512;Anger;Low;0
Bravo;H;9;Delta;A;21;1,059;512;Anger;Low;0
Alpha;A;9;Echo;A;21;1,059;512;Anger;Low;0
Echo;A;2;Delta;A;55;1,059;512;Anger;High;0
Echo;A;1;Delta;A;54;1,06;512;Anger;High;0
Delta;A;10;Bravo;H;58;1,06;512;Happiness;High;0
Delta;A;10;Bravo;A;24;1,06;512;Anger;Low;0
