Ref_User;Ref_User_Emotion;Ref_User_Emotion_Intensity;Eval;Eval_User_Emotion;Eval_User_Emotion_Intensity;Distance;Dimension;Emotion;Intensity;SameUser
Alpha;A;9;Alpha;A;21;0;128;Anger;Low;1
Alpha;A;10;Alpha;A;23;0;128;Anger;Low;1
Alpha;A;8;Alpha;A;20;0;128;Anger;Low;1
Alpha;A;9;Alpha;A;20;0,014;128;Anger;Low;1
Alpha;A;8;Alpha;A;21;0,014;128;Anger;Low;1
Alpha;A;9;Alpha;A;22;0,017;128;Anger;Low;1
Alpha;A;8;Alpha;A;22;0,025;128;Anger;Low;1
Alpha;A;10;Alpha;A;25;0,052;128;Anger;Low;1
Alpha;A;10;Alpha;A;22;0,056;128;Anger;Low;1
Alpha;A;9;Alpha;A;23;0,063;128;Anger;Low;1
Alpha;A;10;Alpha;A;21;0,063;128;Anger;Low;1
Alpha;A;10;Alpha;A;24;0,064;128;Anger;Low;1
Echo;H;10;Echo;H;20;0,064;128;Happiness;Low;1
Alpha;A;10;Alpha;A;20;0,068;128;Anger;Low;1
Alpha;A;8;Alpha;A;23;0,068;128;Anger;Low;1
Echo;H;9;Echo;H;20;0,069;128;Happiness;Low;1
Echo;H;10;Echo;H;21;0,075;128;Happiness;Low;1
Bravo;A;0;Bravo;H;20;0,078;128;Happiness;Low;1
Bravo;H;0;Bravo;H;20;0,078;128;Happiness;Low;1
Echo;H;8;Echo;H;20;0,078;128;Happiness;Low;1
Echo;H;7;Echo;H;20;0,078;128;Happiness;Low;1
Bravo;H;8;Bravo;H;20;0,078;128;Happiness;Low;1
Bravo;H;0;Bravo;H;21;0,079;128;Happiness;Low;1
Bravo;A;0;Bravo;H;21;0,079;128;Happiness;Low;1
Echo;H;9;Echo;H;21;0,079;128;Happiness;Low;1
Bravo;A;10;Bravo;A;20;0,08;128;Anger;Low;1
Bravo;A;7;Bravo;H;20;0,08;128;Happiness;Low;1
Bravo;H;8;Bravo;H;21;0,08;128;Happiness;Low;1
Alpha;H;10;Alpha;H;20;0,081;128;Happiness;Low;1
Bravo;A;0;Bravo;H;22;0,081;128;Happiness;Low;1
Bravo;H;0;Bravo;H;22;0,081;128;Happiness;Low;1
Bravo;A;8;Bravo;H;20;0,081;128;Happiness;Low;1
Bravo;H;7;Bravo;H;20;0,081;128;Happiness;Low;1
Alpha;A;3;Alpha;H;20;0,082;128;Happiness;Low;1
Alpha;A;3;Alpha;H;21;0,082;128;Happiness;Low;1
Bravo;H;8;Bravo;H;22;0,082;128;Happiness;Low;1
Echo;H;6;Echo;H;20;0,082;128;Happiness;Low;1
Bravo;A;7;Bravo;H;21;0,083;128;Happiness;Low;1
Bravo;H;6;Bravo;H;20;0,083;128;Happiness;Low;1
Bravo;A;9;Bravo;H;20;0,083;128;Happiness;Low;1
Echo;H;5;Echo;H;20;0,083;128;Happiness;Low;1
Bravo;H;7;Bravo;H;21;0,083;128;Happiness;Low;1
Bravo;A;10;Bravo;A;21;0,083;128;Anger;Low;1
Bravo;H;8;Bravo;H;26;0,084;128;Happiness;Low;1
Bravo;H;10;Bravo;H;20;0,084;128;Happiness;Low;1
Bravo;A;9;Bravo;A;20;0,084;128;Anger;Low;1
Bravo;A;8;Bravo;H;21;0,084;128;Happiness;Low;1
Alpha;A;3;Alpha;H;22;0,084;128;Happiness;Low;1
Alpha;H;10;Alpha;H;21;0,084;128;Happiness;Low;1
Bravo;A;10;Bravo;H;20;0,084;128;Happiness;Low;1
Bravo;H;6;Bravo;H;21;0,085;128;Happiness;Low;1
Alpha;H;9;Alpha;H;20;0,085;128;Happiness;Low;1
Bravo;H;8;Bravo;H;27;0,085;128;Happiness;Low;1
Bravo;A;10;Bravo;A;22;0,085;128;Anger;Low;1
Bravo;A;7;Bravo;H;22;0,085;128;Happiness;Low;1
Bravo;A;0;Bravo;H;26;0,085;128;Happiness;Low;1
Bravo;H;0;Bravo;H;26;0,085;128;Happiness;Low;1
Bravo;H;7;Bravo;H;22;0,085;128;Happiness;Low;1
Bravo;A;9;Bravo;H;21;0,085;128;Happiness;Low;1
Bravo;H;10;Bravo;H;21;0,085;128;Happiness;Low;1
Bravo;H;9;Bravo;H;20;0,086;128;Happiness;Low;1
Bravo;A;8;Bravo;H;22;0,086;128;Happiness;Low;1
Echo;H;10;Echo;H;22;0,086;128;Happiness;Low;1
Bravo;H;0;Bravo;H;27;0,086;128;Happiness;Low;1
Bravo;A;0;Bravo;H;27;0,086;128;Happiness;Low;1
Bravo;H;7;Bravo;H;26;0,086;128;Happiness;Low;1
Bravo;A;8;Bravo;A;20;0,087;128;Anger;Low;1
Echo;H;7;Echo;H;21;0,087;128;Happiness;Low;1
Echo;H;8;Echo;H;21;0,087;128;Happiness;Low;1
Bravo;H;6;Bravo;H;22;0,087;128;Happiness;Low;1
Bravo;A;10;Bravo;H;21;0,087;128;Happiness;Low;1
Alpha;H;10;Alpha;H;22;0,087;128;Happiness;Low;1
Alpha;A;3;Alpha;H;23;0,087;128;Happiness;Low;1
Bravo;A;9;Bravo;A;21;0,087;128;Anger;Low;1
Bravo;A;10;Bravo;A;23;0,087;128;Anger;Low;1
Bravo;H;9;Bravo;H;21;0,087;128;Happiness;Low;1
Bravo;A;9;Bravo;H;22;0,087;128;Happiness;Low;1
Bravo;H;10;Bravo;H;22;0,088;128;Happiness;Low;1
Alpha;H;9;Alpha;H;21;0,088;128;Happiness;Low;1
Bravo;H;7;Bravo;H;27;0,088;128;Happiness;Low;1
Bravo;H;6;Bravo;H;26;0,088;128;Happiness;Low;1
Charlie;H;10;Charlie;H;21;0,089;128;Happiness;Low;1
Bravo;A;10;Bravo;H;22;0,089;128;Happiness;Low;1
Bravo;H;10;Bravo;H;26;0,089;128;Happiness;Low;1
Echo;H;5;Echo;H;21;0,089;128;Happiness;Low;1
Alpha;A;3;Alpha;H;24;0,089;128;Happiness;Low;1
Bravo;A;9;Bravo;A;22;0,089;128;Anger;Low;1
Echo;H;10;Echo;H;23;0,089;128;Happiness;Low;1
Bravo;H;6;Bravo;H;27;0,09;128;Happiness;Low;1
Bravo;H;9;Bravo;H;22;0,09;128;Happiness;Low;1
Echo;H;6;Echo;H;21;0,09;128;Happiness;Low;1
Bravo;A;7;Bravo;H;26;0,09;128;Happiness;Low;1
Bravo;A;7;Bravo;A;20;0,09;128;Anger;Low;1
Echo;H;9;Echo;H;22;0,09;128;Happiness;Low;1
Alpha;A;3;Alpha;H;25;0,09;128;Happiness;Low;1
Bravo;H;10;Bravo;H;27;0,09;128;Happiness;Low;1
Alpha;H;8;Alpha;H;20;0,09;128;Happiness;Low;1
Alpha;A;4;Alpha;H;21;0,09;128;Happiness;Low;1
Bravo;A;8;Bravo;A;21;0,091;128;Anger;Low;1
Bravo;A;8;Bravo;H;26;0,091;128;Happiness;Low;1
Alpha;H;9;Alpha;H;22;0,091;128;Happiness;Low;1
Bravo;H;9;Bravo;H;26;0,091;128;Happiness;Low;1
Alpha;A;4;Alpha;H;22;0,091;128;Happiness;Low;1
Charlie;H;10;Charlie;H;20;0,092;128;Happiness;Low;1
Bravo;A;6;Bravo;H;20;0,092;128;Happiness;Low;1
Bravo;A;9;Bravo;A;23;0,092;128;Anger;Low;1
Alpha;H;10;Alpha;H;23;0,092;128;Happiness;Low;1
Alpha;A;4;Alpha;H;20;0,092;128;Happiness;Low;1
Echo;H;10;Echo;H;25;0,092;128;Happiness;Low;1
Bravo;A;9;Bravo;H;26;0,092;128;Happiness;Low;1
Bravo;A;5;Bravo;H;20;0,092;128;Happiness;Low;1
Bravo;A;7;Bravo;H;27;0,092;128;Happiness;Low;1
Bravo;A;10;Bravo;A;24;0,092;128;Anger;Low;1
Charlie;H;10;Charlie;H;22;0,092;128;Happiness;Low;1
Bravo;H;9;Bravo;H;27;0,092;128;Happiness;Low;1
Bravo;A;8;Bravo;H;27;0,093;128;Happiness;Low;1
Bravo;A;8;Bravo;A;22;0,093;128;Anger;Low;1
Bravo;A;3;Bravo;H;20;0,093;128;Happiness;Low;1
Bravo;A;10;Bravo;H;26;0,093;128;Happiness;Low;1
Alpha;H;8;Alpha;H;21;0,093;128;Happiness;Low;1
Echo;H;9;Echo;H;23;0,093;128;Happiness;Low;1
Echo;H;4;Echo;H;20;0,093;128;Happiness;Low;1
Bravo;A;6;Bravo;A;20;0,093;128;Anger;Low;1
Bravo;A;9;Bravo;H;27;0,094;128;Happiness;Low;1
Alpha;A;4;Alpha;H;23;0,094;128;Happiness;Low;1
Bravo;A;6;Bravo;H;21;0,094;128;Happiness;Low;1
Alpha;A;3;Alpha;H;26;0,094;128;Happiness;Low;1
Bravo;A;5;Bravo;H;21;0,094;128;Happiness;Low;1
Bravo;A;7;Bravo;A;21;0,094;128;Anger;Low;1
Bravo;A;5;Bravo;A;20;0,095;128;Anger;Low;1
Bravo;A;3;Bravo;H;21;0,095;128;Happiness;Low;1
Bravo;A;10;Bravo;H;27;0,095;128;Happiness;Low;1
Echo;H;10;Echo;H;24;0,095;128;Happiness;Low;1
Alpha;A;4;Alpha;H;24;0,095;128;Happiness;Low;1
Alpha;H;10;Alpha;H;24;0,095;128;Happiness;Low;1
Alpha;A;2;Alpha;H;20;0,095;128;Happiness;Low;1
Bravo;A;8;Bravo;A;23;0,095;128;Anger;Low;1
Alpha;H;9;Alpha;H;23;0,095;128;Happiness;Low;1
Alpha;A;4;Alpha;H;25;0,095;128;Happiness;Low;1
Echo;H;9;Echo;H;25;0,096;128;Happiness;Low;1
Bravo;A;6;Bravo;A;21;0,096;128;Anger;Low;1
Alpha;H;8;Alpha;H;22;0,096;128;Happiness;Low;1
Bravo;A;6;Bravo;H;22;0,096;128;Happiness;Low;1
Charlie;H;9;Charlie;H;21;0,096;128;Happiness;Low;1
Echo;H;10;Echo;H;26;0,096;128;Happiness;Low;1
Bravo;A;9;Bravo;A;24;0,096;128;Anger;Low;1
Alpha;A;2;Alpha;H;21;0,096;128;Happiness;Low;1
Bravo;A;7;Bravo;A;22;0,097;128;Anger;Low;1
Charlie;H;10;Charlie;H;23;0,097;128;Happiness;Low;1
Bravo;A;5;Bravo;H;22;0,097;128;Happiness;Low;1
Bravo;A;3;Bravo;H;22;0,097;128;Happiness;Low;1
Alpha;H;10;Alpha;H;25;0,097;128;Happiness;Low;1
Bravo;A;5;Bravo;A;21;0,097;128;Anger;Low;1
Alpha;A;3;Alpha;H;27;0,097;128;Happiness;Low;1
Bravo;A;6;Bravo;A;22;0,097;128;Anger;Low;1
Echo;H;7;Echo;H;22;0,097;128;Happiness;Low;1
Echo;H;8;Echo;H;22;0,097;128;Happiness;Low;1
Bravo;A;4;Bravo;H;20;0,097;128;Happiness;Low;1
Bravo;A;5;Bravo;A;22;0,098;128;Anger;Low;1
Charlie;H;10;Charlie;H;24;0,098;128;Happiness;Low;1
Alpha;A;2;Alpha;H;22;0,098;128;Happiness;Low;1
Bravo;A;6;Bravo;A;23;0,099;128;Anger;Low;1
Echo;H;9;Echo;H;24;0,099;128;Happiness;Low;1
Alpha;H;9;Alpha;H;24;0,099;128;Happiness;Low;1
Bravo;A;4;Bravo;H;21;0,099;128;Happiness;Low;1
Alpha;A;4;Alpha;H;26;0,099;128;Happiness;Low;1
Echo;H;5;Echo;H;22;0,099;128;Happiness;Low;1
Bravo;A;7;Bravo;A;23;0,099;128;Anger;Low;1
Bravo;H;10;Bravo;H;50;0,099;128;Happiness;High;1
Charlie;H;9;Charlie;H;20;0,099;128;Happiness;Low;1
Bravo;A;10;Bravo;A;25;0,1;128;Anger;Low;1
Bravo;A;3;Bravo;H;26;0,1;128;Happiness;Low;1
Alpha;A;5;Alpha;H;21;0,1;128;Happiness;Low;1
Bravo;A;5;Bravo;A;23;0,1;128;Anger;Low;1
Echo;H;4;Echo;H;21;0,1;128;Happiness;Low;1
Alpha;A;3;Alpha;H;28;0,1;128;Happiness;Low;1
Alpha;A;5;Alpha;H;22;0,1;128;Happiness;Low;1
Charlie;H;9;Charlie;H;22;0,1;128;Happiness;Low;1
Echo;H;3;Echo;H;20;0,1;128;Happiness;Low;1
Alpha;A;1;Alpha;H;20;0,1;128;Happiness;Low;1
Charlie;H;8;Charlie;H;21;0,1;128;Happiness;Low;1
Bravo;A;8;Bravo;A;24;0,1;128;Anger;Low;1
Echo;H;6;Echo;H;22;0,1;128;Happiness;Low;1
Alpha;H;10;Alpha;H;26;0,1;128;Happiness;Low;1
Echo;H;9;Echo;H;26;0,1;128;Happiness;Low;1
Echo;H;7;Echo;H;23;0,1;128;Happiness;Low;1
Echo;H;8;Echo;H;23;0,1;128;Happiness;Low;1
Alpha;H;8;Alpha;H;23;0,101;128;Happiness;Low;1
Alpha;H;9;Alpha;H;25;0,101;128;Happiness;Low;1
Bravo;A;6;Bravo;H;26;0,101;128;Happiness;Low;1
Bravo;A;4;Bravo;H;22;0,101;128;Happiness;Low;1
Bravo;A;5;Bravo;H;26;0,101;128;Happiness;Low;1
Bravo;A;3;Bravo;H;27;0,101;128;Happiness;Low;1
Alpha;A;4;Alpha;H;27;0,101;128;Happiness;Low;1
Alpha;A;5;Alpha;H;23;0,102;128;Happiness;Low;1
Bravo;H;8;Bravo;H;50;0,102;128;Happiness;High;1
Alpha;A;5;Alpha;H;24;0,102;128;Happiness;Low;1
Alpha;A;5;Alpha;H;20;0,102;128;Happiness;Low;1
Alpha;A;1;Alpha;H;21;0,102;128;Happiness;Low;1
Charlie;H;10;Charlie;H;25;0,102;128;Happiness;Low;1
Bravo;H;10;Bravo;A;20;0,102;128;Anger;Low;1
Alpha;A;5;Alpha;H;25;0,102;128;Happiness;Low;1
Echo;H;5;Echo;H;23;0,102;128;Happiness;Low;1
Bravo;H;9;Bravo;H;50;0,102;128;Happiness;High;1
Bravo;A;6;Bravo;H;27;0,103;128;Happiness;Low;1
Alpha;A;2;Alpha;H;23;0,103;128;Happiness;Low;1
Charlie;H;8;Charlie;H;20;0,103;128;Happiness;Low;1
Bravo;A;5;Bravo;H;27;0,103;128;Happiness;Low;1
Bravo;H;10;Bravo;H;51;0,103;128;Happiness;High;1
Bravo;A;6;Bravo;A;24;0,103;128;Anger;Low;1
Bravo;H;9;Bravo;A;20;0,103;128;Anger;Low;1
Echo;H;8;Echo;H;25;0,103;128;Happiness;Low;1
Echo;H;7;Echo;H;25;0,103;128;Happiness;Low;1
Alpha;A;4;Alpha;H;28;0,103;128;Happiness;Low;1
Alpha;A;3;Alpha;H;29;0,103;128;Happiness;Low;1
Bravo;H;7;Bravo;H;50;0,103;128;Happiness;High;1
Bravo;A;9;Bravo;A;25;0,103;128;Anger;Low;1
Echo;H;6;Echo;H;23;0,104;128;Happiness;Low;1
Bravo;H;0;Bravo;H;23;0,104;128;Happiness;Low;1
Bravo;A;0;Bravo;H;23;0,104;128;Happiness;Low;1
Bravo;A;4;Bravo;H;26;0,104;128;Happiness;Low;1
Bravo;A;5;Bravo;A;24;0,104;128;Anger;Low;1
Charlie;H;8;Charlie;H;22;0,104;128;Happiness;Low;1
Bravo;A;0;Bravo;H;24;0,104;128;Happiness;Low;1
Bravo;H;0;Bravo;H;24;0,104;128;Happiness;Low;1
Alpha;H;8;Alpha;H;24;0,104;128;Happiness;Low;1
Alpha;H;9;Alpha;H;26;0,104;128;Happiness;Low;1
Alpha;A;1;Alpha;H;22;0,104;128;Happiness;Low;1
Bravo;H;10;Bravo;A;21;0,104;128;Anger;Low;1
Alpha;H;10;Alpha;H;27;0,104;128;Happiness;Low;1
Charlie;H;9;Charlie;H;23;0,104;128;Happiness;Low;1
Bravo;H;1;Bravo;H;20;0,104;128;Happiness;Low;1
Bravo;A;7;Bravo;A;24;0,104;128;Anger;Low;1
Bravo;A;0;Bravo;H;25;0,105;128;Happiness;Low;1
Bravo;H;0;Bravo;H;25;0,105;128;Happiness;Low;1
Alpha;A;10;Alpha;A;28;0,105;128;Anger;Low;1
Bravo;H;9;Bravo;A;21;0,105;128;Anger;Low;1
Bravo;H;8;Bravo;H;51;0,105;128;Happiness;High;1
Bravo;H;2;Bravo;H;20;0,105;128;Happiness;Low;1
Echo;H;10;Echo;H;28;0,105;128;Happiness;Low;1
Alpha;A;5;Alpha;H;26;0,105;128;Happiness;Low;1
Echo;H;5;Echo;H;25;0,105;128;Happiness;Low;1
Bravo;A;10;Bravo;A;26;0,105;128;Anger;Low;1
Bravo;H;3;Bravo;H;20;0,105;128;Happiness;Low;1
Bravo;H;10;Bravo;A;22;0,105;128;Anger;Low;1
Bravo;A;4;Bravo;H;27;0,105;128;Happiness;Low;1
Alpha;A;4;Alpha;H;29;0,105;128;Happiness;Low;1
Alpha;A;2;Alpha;H;24;0,105;128;Happiness;Low;1
Bravo;H;6;Bravo;H;50;0,105;128;Happiness;High;1
Bravo;H;1;Bravo;H;21;0,106;128;Happiness;Low;1
Echo;H;8;Echo;H;24;0,106;128;Happiness;Low;1
Echo;H;7;Echo;H;24;0,106;128;Happiness;Low;1
Echo;H;3;Echo;H;21;0,106;128;Happiness;Low;1
Charlie;H;7;Charlie;H;21;0,106;128;Happiness;Low;1
Bravo;H;9;Bravo;H;51;0,106;128;Happiness;High;1
Bravo;H;9;Bravo;A;22;0,106;128;Anger;Low;1
Bravo;H;8;Bravo;A;20;0,106;128;Anger;Low;1
Alpha;H;8;Alpha;H;25;0,106;128;Happiness;Low;1
Charlie;H;9;Charlie;H;24;0,106;128;Happiness;Low;1
Echo;H;6;Echo;H;25;0,106;128;Happiness;Low;1
Bravo;H;4;Bravo;H;20;0,106;128;Happiness;Low;1
Bravo;H;2;Bravo;H;21;0,106;128;Happiness;Low;1
Bravo;H;3;Bravo;H;21;0,106;128;Happiness;Low;1
Bravo;H;7;Bravo;A;20;0,106;128;Anger;Low;1
Bravo;H;6;Bravo;A;20;0,107;128;Anger;Low;1
Charlie;H;7;Charlie;H;20;0,107;128;Happiness;Low;1
Alpha;A;0;Alpha;H;20;0,107;128;Happiness;Low;1
Bravo;A;7;Bravo;H;23;0,107;128;Happiness;Low;1
Charlie;H;10;Charlie;H;26;0,107;128;Happiness;Low;1
Bravo;H;10;Bravo;A;23;0,107;128;Anger;Low;1
Bravo;H;7;Bravo;H;51;0,107;128;Happiness;High;1
Alpha;A;2;Alpha;H;25;0,107;128;Happiness;Low;1
Alpha;A;5;Alpha;H;27;0,107;128;Happiness;Low;1
Bravo;A;6;Bravo;A;25;0,107;128;Anger;Low;1
Bravo;H;1;Bravo;H;22;0,107;128;Happiness;Low;1
Bravo;H;4;Bravo;H;21;0,107;128;Happiness;Low;1
Alpha;A;3;Alpha;H;30;0,107;128;Happiness;Low;1
Bravo;A;3;Bravo;A;20;0,107;128;Anger;Low;1
Bravo;H;9;Bravo;A;23;0,107;128;Anger;Low;1
Echo;H;8;Echo;H;26;0,107;128;Happiness;Low;1
Echo;H;7;Echo;H;26;0,107;128;Happiness;Low;1
Bravo;A;1;Bravo;H;20;0,107;128;Happiness;Low;1
Echo;H;5;Echo;H;24;0,108;128;Happiness;Low;1
Bravo;A;8;Bravo;A;25;0,108;128;Anger;Low;1
Bravo;H;8;Bravo;H;23;0,108;128;Happiness;Low;1
Bravo;H;2;Bravo;H;22;0,108;128;Happiness;Low;1
Bravo;H;8;Bravo;H;24;0,108;128;Happiness;Low;1
Alpha;H;9;Alpha;H;27;0,108;128;Happiness;Low;1
Bravo;H;3;Bravo;H;22;0,108;128;Happiness;Low;1
Bravo;A;7;Bravo;H;24;0,108;128;Happiness;Low;1
Bravo;A;5;Bravo;A;25;0,108;128;Anger;Low;1
Echo;H;4;Echo;H;22;0,108;128;Happiness;Low;1
Charlie;H;8;Charlie;H;23;0,108;128;Happiness;Low;1
Bravo;H;8;Bravo;A;21;0,108;128;Anger;Low;1
Alpha;H;10;Alpha;H;28;0,108;128;Happiness;Low;1
Bravo;A;8;Bravo;H;23;0,108;128;Happiness;Low;1
Bravo;H;8;Bravo;H;25;0,108;128;Happiness;Low;1
Bravo;A;1;Bravo;H;21;0,109;128;Happiness;Low;1
Alpha;A;5;Alpha;H;28;0,109;128;Happiness;Low;1
Alpha;A;1;Alpha;H;23;0,109;128;Happiness;Low;1
Bravo;H;7;Bravo;A;21;0,109;128;Anger;Low;1
Echo;H;6;Echo;H;24;0,109;128;Happiness;Low;1
Bravo;H;6;Bravo;A;21;0,109;128;Anger;Low;1
Bravo;A;4;Bravo;A;20;0,109;128;Anger;Low;1
Bravo;H;4;Bravo;H;22;0,109;128;Happiness;Low;1
Alpha;A;9;Alpha;A;25;0,109;128;Anger;Low;1
Bravo;A;10;Bravo;A;27;0,109;128;Anger;Low;1
Bravo;H;6;Bravo;H;51;0,109;128;Happiness;High;1
Echo;H;10;Echo;H;27;0,109;128;Happiness;Low;1
Bravo;H;1;Bravo;H;26;0,109;128;Happiness;Low;1
Bravo;A;9;Bravo;A;26;0,109;128;Anger;Low;1
Bravo;H;0;Bravo;H;28;0,109;128;Happiness;Low;1
Bravo;A;0;Bravo;H;28;0,109;128;Happiness;Low;1
Bravo;A;3;Bravo;A;21;0,109;128;Anger;Low;1
Alpha;A;0;Alpha;H;21;0,109;128;Happiness;Low;1
Bravo;H;5;Bravo;H;20;0,109;128;Happiness;Low;1
Echo;H;9;Echo;H;28;0,109;128;Happiness;Low;1
Charlie;H;7;Charlie;H;22;0,109;128;Happiness;Low;1
Alpha;A;4;Alpha;H;30;0,109;128;Happiness;Low;1
Bravo;H;3;Bravo;H;26;0,109;128;Happiness;Low;1
Alpha;A;5;Alpha;H;29;0,109;128;Happiness;Low;1
Echo;H;5;Echo;H;26;0,11;128;Happiness;Low;1
Bravo;H;2;Bravo;H;26;0,11;128;Happiness;Low;1
Bravo;A;8;Bravo;H;24;0,11;128;Happiness;Low;1
Alpha;H;8;Alpha;H;26;0,11;128;Happiness;Low;1
Bravo;H;8;Bravo;H;28;0,11;128;Happiness;Low;1
Bravo;H;5;Bravo;H;50;0,11;128;Happiness;High;1
Bravo;H;8;Bravo;A;22;0,11;128;Anger;Low;1
Alpha;A;10;Alpha;A;26;0,11;128;Anger;Low;1
Bravo;A;7;Bravo;H;25;0,11;128;Happiness;Low;1
Charlie;H;9;Charlie;H;25;0,11;128;Happiness;Low;1
Bravo;H;4;Bravo;H;50;0,11;128;Happiness;High;1
Bravo;H;0;Bravo;H;29;0,11;128;Happiness;Low;1
Bravo;A;0;Bravo;H;29;0,11;128;Happiness;Low;1
Bravo;A;7;Bravo;H;28;0,11;128;Happiness;Low;1
Bravo;H;1;Bravo;H;27;0,11;128;Happiness;Low;1
Bravo;H;7;Bravo;A;22;0,11;128;Anger;Low;1
Bravo;H;4;Bravo;H;26;0,11;128;Happiness;Low;1
Charlie;H;8;Charlie;H;24;0,11;128;Happiness;Low;1
Bravo;A;9;Bravo;H;23;0,11;128;Happiness;Low;1
Bravo;H;6;Bravo;A;22;0,11;128;Anger;Low;1
Bravo;A;3;Bravo;A;22;0,11;128;Anger;Low;1
Bravo;A;1;Bravo;H;22;0,11;128;Happiness;Low;1
Bravo;H;8;Bravo;H;29;0,11;128;Happiness;Low;1
Bravo;H;5;Bravo;H;21;0,11;128;Happiness;Low;1
Bravo;H;3;Bravo;H;27;0,11;128;Happiness;Low;1
Bravo;A;4;Bravo;A;21;0,11;128;Anger;Low;1
Echo;H;6;Echo;H;26;0,11;128;Happiness;Low;1
Bravo;H;7;Bravo;H;23;0,111;128;Happiness;Low;1
Bravo;H;2;Bravo;H;27;0,111;128;Happiness;Low;1
Echo;H;4;Echo;H;23;0,111;128;Happiness;Low;1
Bravo;H;8;Bravo;H;30;0,111;128;Happiness;Low;1
Charlie;H;10;Charlie;H;27;0,111;128;Happiness;Low;1
Bravo;H;3;Bravo;H;50;0,111;128;Happiness;High;1
Bravo;H;0;Bravo;H;30;0,111;128;Happiness;Low;1
Bravo;A;0;Bravo;H;30;0,111;128;Happiness;Low;1
Bravo;H;7;Bravo;H;24;0,111;128;Happiness;Low;1
Bravo;A;6;Bravo;A;26;0,111;128;Anger;Low;1
Bravo;A;8;Bravo;H;28;0,111;128;Happiness;Low;1
Alpha;A;2;Alpha;H;26;0,111;128;Happiness;Low;1
Bravo;H;4;Bravo;H;27;0,111;128;Happiness;Low;1
Bravo;A;9;Bravo;H;24;0,111;128;Happiness;Low;1
Bravo;H;10;Bravo;A;24;0,111;128;Anger;Low;1
Bravo;H;10;Bravo;H;52;0,111;128;Happiness;High;1
Bravo;A;8;Bravo;H;25;0,111;128;Happiness;Low;1
Bravo;A;4;Bravo;A;22;0,111;128;Anger;Low;1
Bravo;A;7;Bravo;H;29;0,111;128;Happiness;Low;1
Bravo;A;3;Bravo;A;23;0,111;128;Anger;Low;1
Alpha;A;0;Alpha;H;22;0,111;128;Happiness;Low;1
Bravo;H;7;Bravo;H;25;0,111;128;Happiness;Low;1
Bravo;H;9;Bravo;A;24;0,111;128;Anger;Low;1
Bravo;A;10;Bravo;H;23;0,111;128;Happiness;Low;1
Bravo;A;5;Bravo;A;26;0,112;128;Anger;Low;1
Echo;A;10;Echo;A;20;0,112;128;Anger;Low;1
Alpha;H;7;Alpha;H;20;0,112;128;Happiness;Low;1
Bravo;H;8;Bravo;A;23;0,112;128;Anger;Low;1
Alpha;A;1;Alpha;H;24;0,112;128;Happiness;Low;1
Bravo;A;9;Bravo;H;28;0,112;128;Happiness;Low;1
Bravo;H;7;Bravo;A;23;0,112;128;Anger;Low;1
Bravo;H;6;Bravo;A;23;0,112;128;Anger;Low;1
Bravo;A;8;Bravo;H;29;0,112;128;Happiness;Low;1
Bravo;H;5;Bravo;H;22;0,112;128;Happiness;Low;1
Bravo;H;6;Bravo;H;23;0,112;128;Happiness;Low;1
Alpha;H;9;Alpha;H;28;0,112;128;Happiness;Low;1
Bravo;A;7;Bravo;A;25;0,112;128;Anger;Low;1
Bravo;A;4;Bravo;A;23;0,112;128;Anger;Low;1
Bravo;H;6;Bravo;H;24;0,112;128;Happiness;Low;1
Bravo;H;2;Bravo;H;50;0,112;128;Happiness;High;1
Bravo;H;8;Bravo;H;52;0,112;128;Happiness;High;1
Delta;A;7;Delta;H;20;0,112;128;Happiness;Low;1
Bravo;A;1;Bravo;H;26;0,112;128;Happiness;Low;1
Bravo;A;10;Bravo;H;24;0,112;128;Happiness;Low;1
Bravo;H;7;Bravo;H;28;0,112;128;Happiness;Low;1
Bravo;A;9;Bravo;A;27;0,112;128;Anger;Low;1
Bravo;A;9;Bravo;H;25;0,113;128;Happiness;Low;1
Bravo;A;10;Bravo;H;28;0,113;128;Happiness;Low;1
Bravo;H;5;Bravo;H;26;0,113;128;Happiness;Low;1
Charlie;A;10;Charlie;A;20;0,113;128;Anger;Low;1
Alpha;H;7;Alpha;H;21;0,113;128;Happiness;Low;1
Bravo;A;9;Bravo;H;29;0,113;128;Happiness;Low;1
Echo;H;9;Echo;H;27;0,113;128;Happiness;Low;1
Echo;H;4;Echo;H;25;0,113;128;Happiness;Low;1
Bravo;H;6;Bravo;H;25;0,113;128;Happiness;Low;1
Bravo;A;2;Bravo;H;20;0,113;128;Happiness;Low;1
Bravo;H;7;Bravo;H;29;0,113;128;Happiness;Low;1
Bravo;H;1;Bravo;H;50;0,113;128;Happiness;High;1
Bravo;A;7;Bravo;H;30;0,113;128;Happiness;Low;1
Bravo;A;6;Bravo;A;27;0,113;128;Anger;Low;1
Bravo;H;5;Bravo;H;51;0,113;128;Happiness;High;1
Alpha;A;5;Alpha;H;30;0,113;128;Happiness;Low;1
Bravo;H;4;Bravo;H;51;0,113;128;Happiness;High;1
Alpha;A;1;Alpha;H;25;0,113;128;Happiness;Low;1
Bravo;A;8;Bravo;A;26;0,113;128;Anger;Low;1
Alpha;H;8;Alpha;H;27;0,113;128;Happiness;Low;1
Bravo;H;7;Bravo;H;30;0,113;128;Happiness;Low;1
